project_id,month,change,rep,method,epoch,stress,raw_correct,raw_project_correct,accepted_correct,accepted_wrong,unfinished,project_correct,requirement_violations,dependency_inconsistencies,V,unaffected_artifacts,unnecessary_modifications,appendix_correct,calls,attempts,tokens,inference_seconds,wall_seconds,rounds,repair_repeats,direct_recipients,forwarded_messages,messages,checks,public_probe_executions,real_query_opportunities,user_changes,user_questions
eval_05_0,2011-05,country,0,sparse,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2250,5.270053512882441,6.018552210996859,1,0,1,2,3,60,20,1,1,0
eval_05_0,2011-05,country,0,pipeline,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0.009529405971989036,1,0,3,0,3,60,20,1,1,0
eval_05_0,2011-05,country,1,shared_state,1,ordinary,3,0,3,0,1,0,1,0,0.5,1,0,1,4,4,3348,8.799451074912213,10.04354260105174,2,1,3,0,4,84,28,1,1,0
eval_05_0,2011-05,country,1,broadcast,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,1,1,4,4,2806,7.117815480916761,8.390576726058498,1,0,4,0,4,72,24,2,1,0
eval_05_0,2011-05,country,1,targeted,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2150,5.398023981251754,6.675307238008827,1,0,3,0,3,60,20,1,1,0
eval_05_0,2011-05,country,1,sparse,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2152,4.635783068020828,5.863254947005771,1,0,1,2,3,60,20,1,1,0
eval_05_0,2011-05,country,1,pipeline,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0.013215392013080418,1,0,3,0,3,60,20,1,1,0
eval_05_1,2011-05,metric,0,shared_state,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2632,5.756901509943418,6.514304626034573,1,0,3,0,3,66,22,1,1,0
eval_05_1,2011-05,metric,0,broadcast,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,1,1,4,4,3021,7.699709797045216,8.828116566990502,1,0,4,0,4,72,24,2,1,0
eval_05_1,2011-05,metric,0,targeted,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2365,5.61515084898565,6.813944273046218,1,0,3,0,3,60,20,1,1,0
eval_05_1,2011-05,metric,0,sparse,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2367,6.423719103098847,7.412710824981332,1,0,1,2,3,60,20,1,1,0
eval_05_1,2011-05,metric,0,pipeline,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0.031217252020724118,1,0,3,0,3,60,20,1,1,0
eval_05_1,2011-05,metric,1,shared_state,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2632,5.527870887890458,6.348456165986136,1,0,3,0,3,66,22,1,1,0
eval_05_1,2011-05,metric,1,broadcast,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,1,1,4,4,3019,7.731315616052598,9.50382395007182,1,0,4,0,4,72,24,2,1,0
eval_05_1,2011-05,metric,1,targeted,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2365,6.426438887021504,7.477070845896378,1,0,3,0,3,60,20,1,1,0
eval_05_1,2011-05,metric,1,sparse,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2367,5.653994707856327,6.570344440988265,1,0,1,2,3,60,20,1,1,0
eval_05_1,2011-05,metric,1,pipeline,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0.04605460702441633,1,0,3,0,3,60,20,1,1,0
eval_06_0,2011-06,period,0,shared_state,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2494,6.140075438190252,6.899967689067125,1,0,3,0,3,66,22,1,1,0
eval_06_0,2011-06,period,0,broadcast,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,1,1,4,4,2937,7.238371917977929,8.413106483058073,1,0,4,0,4,72,24,2,1,0
eval_06_0,2011-06,period,0,targeted,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2282,5.616723180981353,6.432940602069721,1,0,3,0,3,60,20,1,1,0
eval_06_0,2011-06,period,0,sparse,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2275,5.147625015932135,6.330113566946238,1,0,1,2,3,60,20,1,1,0
eval_06_0,2011-06,period,0,pipeline,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0.017165530007332563,1,0,3,0,3,60,20,1,1,0
eval_06_0,2011-06,period,1,shared_state,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2538,5.731621057027951,6.987415281007998,1,0,3,0,3,66,22,1,1,0
eval_06_0,2011-06,period,1,broadcast,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,1,1,4,4,2980,7.838792185182683,9.534215871943161,1,0,4,0,4,72,24,2,1,0
eval_06_0,2011-06,period,1,targeted,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2325,6.282565186964348,7.831166323041543,1,0,3,0,3,60,20,1,1,0
eval_06_0,2011-06,period,1,sparse,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2327,5.615101728006266,6.450682461028919,1,0,1,2,3,60,20,1,1,0
eval_06_0,2011-06,period,1,pipeline,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0.021347681991755962,1,0,3,0,3,60,20,1,1,0
eval_06_1,2011-06,known_customer,0,shared_state,1,ordinary,3,0,3,0,1,0,1,0,0.5,1,0,1,4,4,3346,8.598767048097216,10.02963503904175,2,1,3,0,4,84,28,1,1,0
eval_06_1,2011-06,known_customer,0,broadcast,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,1,1,4,4,2852,7.632194603909738,8.745523686986417,1,0,4,0,4,72,24,2,1,0
eval_06_1,2011-06,known_customer,0,targeted,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2200,5.1936954499688,5.956873213988729,1,0,3,0,3,60,20,1,1,0
eval_06_1,2011-06,known_customer,0,sparse,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2202,5.476987752015702,6.548350836033933,1,0,1,2,3,60,20,1,1,0
eval_06_1,2011-06,known_customer,0,pipeline,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0.03738496906589717,1,0,3,0,3,60,20,1,1,0
eval_06_1,2011-06,known_customer,1,shared_state,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2534,5.954398485948332,6.786618646932766,1,0,3,0,3,66,22,1,1,0
eval_06_1,2011-06,known_customer,1,broadcast,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,1,1,5,5,3562,8.70383033202961,10.818359929020517,2,1,4,0,5,90,30,2,1,0
eval_06_1,2011-06,known_customer,1,targeted,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,4,4,2910,6.382141887093894,7.795862421975471,2,1,3,0,4,78,26,1,1,0
eval_06_1,2011-06,known_customer,1,sparse,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,4,4,2912,6.258823253912851,7.593251459067687,2,1,2,2,4,78,26,1,1,0
eval_06_1,2011-06,known_customer,1,pipeline,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0.03048957698047161,1,0,3,0,3,60,20,1,1,0
eval_07_0,2011-07,signed,0,shared_state,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,4,4,3423,6.94753610889893,8.461077644024044,2,1,3,0,4,84,28,1,1,0
eval_07_0,2011-07,signed,0,broadcast,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,1,1,5,5,3751,8.857601300114766,10.239821262075566,2,1,4,0,5,90,30,2,1,0
eval_07_0,2011-07,signed,0,targeted,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,4,4,3086,7.359748232061975,9.149060396943241,2,1,3,0,4,78,26,1,1,0
eval_07_0,2011-07,signed,0,sparse,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2392,5.761573247960769,6.876566616003402,1,0,1,2,3,60,20,1,1,0
eval_07_0,2011-07,signed,0,pipeline,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0.038375381962396204,1,0,3,0,3,60,20,1,1,0
eval_07_0,2011-07,signed,1,shared_state,1,ordinary,3,0,3,0,1,0,1,0,0.5,1,0,1,4,4,3684,8.884589767898433,10.392702874960378,2,1,3,0,4,84,28,1,1,0
eval_07_0,2011-07,signed,1,broadcast,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,1,1,4,4,3170,8.228698152233846,9.778791398042813,1,0,4,0,4,72,24,2,1,0
eval_07_0,2011-07,signed,1,targeted,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2505,6.0716124990722165,6.9904355589533225,1,0,3,0,3,60,20,1,1,0
eval_07_0,2011-07,signed,1,sparse,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2507,7.7070835049962625,8.65216955600772,1,0,1,2,3,60,20,1,1,0
eval_07_0,2011-07,signed,1,pipeline,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0.032075121998786926,1,0,3,0,3,60,20,1,1,0
eval_07_1,2011-07,display,0,shared_state,1,ordinary,4,1,4,0,0,1,0,0,0.0,2,0,1,3,3,2588,6.228824915015139,8.009432259015739,2,1,2,0,3,72,24,0,1,0
eval_07_1,2011-07,display,0,broadcast,1,ordinary,4,1,4,0,0,1,0,0,0.0,2,1,1,4,4,2853,7.869681653100997,9.097244661068544,1,0,4,0,4,72,24,2,1,0
eval_07_1,2011-07,display,0,targeted,1,ordinary,4,1,4,0,0,1,0,0,0.0,2,0,1,2,2,1522,3.872544251033105,4.904239436960779,1,0,2,0,2,48,16,0,1,0
eval_07_1,2011-07,display,0,sparse,1,ordinary,4,1,4,0,0,1,0,0,0.0,2,0,1,2,2,1523,3.7872181909624487,4.321615569991991,1,0,1,1,2,48,16,0,1,0
eval_07_1,2011-07,display,0,pipeline,1,ordinary,4,1,4,0,0,1,0,0,0.0,2,0,1,0,0,0,0,0.014569760067388415,1,0,2,0,2,48,16,0,1,0
eval_07_1,2011-07,display,1,shared_state,1,ordinary,3,0,3,0,1,0,1,0,0.5,2,0,1,3,3,2561,6.807982329861261,7.6194452290656045,2,1,2,0,3,72,24,0,1,0
eval_07_1,2011-07,display,1,broadcast,1,ordinary,4,1,4,0,0,1,0,0,0.0,2,2,1,4,4,2839,8.680676241056062,9.812640312942676,1,0,4,0,4,72,24,2,1,0
eval_07_1,2011-07,display,1,targeted,1,ordinary,4,1,4,0,0,1,0,0,0.0,2,0,1,2,2,1509,3.8883414190495387,4.423496800009161,1,0,2,0,2,48,16,0,1,0
eval_07_1,2011-07,display,1,sparse,1,ordinary,4,1,4,0,0,1,0,0,0.0,2,0,1,2,2,1510,4.030604626983404,5.2246330350171775,1,0,1,1,2,48,16,0,1,0
eval_07_1,2011-07,display,1,pipeline,1,ordinary,4,1,4,0,0,1,0,0,0.0,2,0,1,0,0,0,0,0.006448782980442047,1,0,2,0,2,48,16,0,1,0
eval_08_0,2011-08,country,0,shared_state,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,4,4,3341,8.195303255110048,9.348636282957159,2,1,3,0,4,84,28,1,1,0
eval_08_0,2011-08,country,0,broadcast,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,1,1,4,4,2908,8.759116205037571,10.488013871014118,1,0,4,0,4,72,24,2,1,0
eval_08_0,2011-08,country,0,targeted,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2247,5.692655028076842,6.6156321509042755,1,0,3,0,3,60,20,1,1,0
eval_08_0,2011-08,country,0,sparse,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2249,5.486553210066631,6.716754074092023,1,0,1,2,3,60,20,1,1,0
eval_08_0,2011-08,country,0,pipeline,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0.00878253800328821,1,0,3,0,3,60,20,1,1,0
eval_08_0,2011-08,country,1,shared_state,1,ordinary,3,0,3,0,1,0,1,0,0.5,1,0,1,4,4,3326,7.562677960144356,8.810057671973482,2,1,3,0,4,84,28,1,1,0
eval_08_0,2011-08,country,1,broadcast,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,1,1,4,4,2873,7.224709987058304,8.609627466998063,1,0,4,0,4,72,24,2,1,0
eval_08_0,2011-08,country,1,targeted,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2208,5.333572102943435,6.638868635986,1,0,3,0,3,60,20,1,1,0
eval_08_0,2011-08,country,1,sparse,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2210,5.687041020137258,6.624031360959634,1,0,1,2,3,60,20,1,1,0
eval_08_0,2011-08,country,1,pipeline,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0.010361626977100968,1,0,3,0,3,60,20,1,1,0
eval_08_1,2011-08,metric,0,shared_state,1,ordinary,3,0,3,0,1,0,1,0,0.5,1,0,1,4,4,3469,7.2900333208963275,8.402291170903482,2,1,3,0,4,84,28,1,1,0
eval_08_1,2011-08,metric,0,broadcast,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,1,1,5,5,3797,9.761491977027617,11.461004585027695,2,1,4,0,5,90,30,2,1,0
eval_08_1,2011-08,metric,0,targeted,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,4,4,3092,7.041010933928192,8.476954870973714,2,1,3,0,4,78,26,1,1,0
eval_08_1,2011-08,metric,0,sparse,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,4,4,3106,7.273776139947586,8.477833758923225,2,1,2,2,4,78,26,1,1,0
eval_08_1,2011-08,metric,0,pipeline,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0.04208941198885441,1,0,3,0,3,60,20,1,1,0
eval_08_1,2011-08,metric,1,shared_state,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2600,5.899364111945033,7.178227922064252,1,0,3,0,3,66,22,1,1,0
eval_08_1,2011-08,metric,1,broadcast,1,ordinary,3,0,3,0,1,0,1,0,0.5,1,1,1,5,5,3808,10.324512433959171,12.122958991094492,2,1,4,0,5,90,30,2,1,0
eval_08_1,2011-08,metric,1,targeted,1,ordinary,3,0,3,0,1,0,1,0,0.5,1,0,1,4,4,3154,9.157295848825015,10.527301853056997,2,1,3,0,4,78,26,1,1,0
eval_08_1,2011-08,metric,1,sparse,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,3,3,2340,6.076974110095762,7.139193442068063,1,0,1,2,3,60,20,1,1,0
eval_08_1,2011-08,metric,1,pipeline,1,ordinary,4,1,4,0,0,1,0,0,0.0,1,0,1,0,0,0,0,0.028970749001018703,1,0,3,0,3,60,20,1,1,0
eval_09_0,2011-09,period,0,shared_state,1,ordinary,3,0,3,0,1,0,1,0,0.5,1,0,1,4,4,3420,8.003101135138422,9.23189367109444,2,1,3,0,4,84,28,1,1,0
