context,source_index,method,answers,initial_em,em,f1,scale,joint,whole_context,unfinished,inspections,local_gain,helpful_events,harmful_events,accepted,rejected,sibling_fixed,sibling_harmed,calls,tokens,seconds,attempts,extraction_calls,extraction_attempts,extraction_tokens,extraction_seconds,accuracy
dd47151a-e645-492f-af54-08e3e5b4254d,6,individual,6,3.0,5.0,5.21,3,3,0,0,2,2.0,0,0,0,0,0,0,0,0,0,0,6,6,5698,17.348144182935357,0.8333333333333334
dd47151a-e645-492f-af54-08e3e5b4254d,6,execute,6,3.0,5.0,5.21,3,3,0,0,2,2.0,0,0,0,4,0,0,0,0,0,0,6,6,5698,17.348144182935357,0.8333333333333334
dd47151a-e645-492f-af54-08e3e5b4254d,6,reattempt,6,3.0,5.0,5.21,3,3,0,0,2,2.0,0,0,9,0,0,0,9,10093,33.76721012685448,9,6,6,5698,17.348144182935357,0.8333333333333334
dd47151a-e645-492f-af54-08e3e5b4254d,6,verify,6,3.0,5.0,5.21,3,3,0,0,2,2.0,0,0,0,4,0,0,4,4510,14.625284689012915,4,6,6,5698,17.348144182935357,0.8333333333333334
dd47151a-e645-492f-af54-08e3e5b4254d,6,coarse,6,3.0,5.0,5.21,3,3,0,0,2,2.0,0,0,9,0,0,0,9,10807,29.352428714861162,9,6,6,5698,17.348144182935357,0.8333333333333334
dd47151a-e645-492f-af54-08e3e5b4254d,6,patch,6,3.0,5.0,5.21,3,3,0,0,2,2.0,0,0,0,9,0,0,2,2583,9.48193282308057,2,6,6,5698,17.348144182935357,0.8333333333333334
dd47151a-e645-492f-af54-08e3e5b4254d,6,no_applicability,6,3.0,5.0,5.21,3,3,0,0,2,2.0,0,0,0,9,0,0,2,2583,9.48193282308057,2,6,6,5698,17.348144182935357,0.8333333333333334
eaf92f5c-0a32-4cad-9919-067ae4c20978,7,individual,6,0.0,2.0,2.0,2,2,0,0,2,2.0,0,0,0,0,0,0,0,0,0,0,6,6,6900,16.132370535982773,0.3333333333333333
eaf92f5c-0a32-4cad-9919-067ae4c20978,7,execute,6,0.0,2.0,2.0,2,2,0,0,2,2.0,0,0,0,4,0,0,0,0,0,0,6,6,6900,16.132370535982773,0.3333333333333333
eaf92f5c-0a32-4cad-9919-067ae4c20978,7,reattempt,6,0.0,2.0,2.0,2,2,0,0,2,2.0,0,0,9,0,0,0,9,12394,38.96041864110157,9,6,6,6900,16.132370535982773,0.3333333333333333
eaf92f5c-0a32-4cad-9919-067ae4c20978,7,verify,6,0.0,2.0,2.0,2,2,0,0,2,2.0,0,0,0,4,0,0,4,5471,16.68142157816328,4,6,6,6900,16.132370535982773,0.3333333333333333
eaf92f5c-0a32-4cad-9919-067ae4c20978,7,coarse,6,0.0,2.0,2.0,2,2,0,0,2,2.0,0,0,9,0,0,0,9,13233,36.592707945848815,9,6,6,6900,16.132370535982773,0.3333333333333333
eaf92f5c-0a32-4cad-9919-067ae4c20978,7,patch,6,0.0,2.0,2.0,2,2,0,0,2,2.0,0,0,0,9,0,0,2,3039,10.116848124889657,2,6,6,6900,16.132370535982773,0.3333333333333333
eaf92f5c-0a32-4cad-9919-067ae4c20978,7,no_applicability,6,0.0,2.0,2.0,2,2,0,0,2,2.0,0,0,0,9,0,0,2,3039,10.116848124889657,2,6,6,6900,16.132370535982773,0.3333333333333333
cd19d6bc-f08e-452d-b682-4af9082ec82c,8,individual,6,1.0,3.0,3.0,3,3,0,0,2,2.0,0,0,0,0,0,0,0,0,0,0,6,6,8363,13.466095288167708,0.5
cd19d6bc-f08e-452d-b682-4af9082ec82c,8,execute,6,1.0,3.0,3.0,3,3,0,0,2,2.0,0,0,0,4,0,0,0,0,0,0,6,6,8363,13.466095288167708,0.5
cd19d6bc-f08e-452d-b682-4af9082ec82c,8,reattempt,6,1.0,3.0,3.0,3,3,0,0,2,2.0,0,0,9,0,0,0,9,13835,31.77150618797168,9,6,6,8363,13.466095288167708,0.5
cd19d6bc-f08e-452d-b682-4af9082ec82c,8,verify,6,1.0,3.0,3.0,3,3,0,0,2,2.0,0,0,0,4,0,0,4,6184,14.08843605790753,4,6,6,8363,13.466095288167708,0.5
cd19d6bc-f08e-452d-b682-4af9082ec82c,8,coarse,6,1.0,3.0,3.0,3,3,0,0,2,2.0,0,0,8,1,0,0,9,12869,24.298075428931043,8,6,6,8363,13.466095288167708,0.5
cd19d6bc-f08e-452d-b682-4af9082ec82c,8,patch,6,1.0,3.0,3.0,3,3,0,0,2,2.0,0,0,0,9,0,0,2,3227,6.186842876020819,2,6,6,8363,13.466095288167708,0.5
cd19d6bc-f08e-452d-b682-4af9082ec82c,8,no_applicability,6,1.0,3.0,3.0,3,3,0,0,2,2.0,0,0,0,9,0,0,2,3227,6.186842876020819,2,6,6,8363,13.466095288167708,0.5
5f46a008-12b7-4c0d-b9e5-4b8e31cb0ba8,9,individual,6,1.0,3.0,3.0,5,3,0,0,2,2.0,0,0,0,0,0,0,0,0,0,0,6,6,7585,13.072015568963252,0.5
5f46a008-12b7-4c0d-b9e5-4b8e31cb0ba8,9,execute,6,1.0,3.0,3.0,5,3,0,0,2,2.0,0,0,0,4,0,0,0,0,0,0,6,6,7585,13.072015568963252,0.5
5f46a008-12b7-4c0d-b9e5-4b8e31cb0ba8,9,reattempt,6,1.0,3.0,3.0,5,3,0,0,2,2.0,1,1,9,0,1,1,9,12659,29.13701488194056,9,6,6,7585,13.072015568963252,0.5
5f46a008-12b7-4c0d-b9e5-4b8e31cb0ba8,9,verify,6,1.0,3.0,3.0,5,3,0,0,2,2.0,0,0,0,4,0,0,4,5725,14.054159022984095,4,6,6,7585,13.072015568963252,0.5
5f46a008-12b7-4c0d-b9e5-4b8e31cb0ba8,9,coarse,6,1.0,3.0,3.0,5,3,0,0,2,2.0,0,0,9,0,0,0,9,13728,29.74795825581532,9,6,6,7585,13.072015568963252,0.5
5f46a008-12b7-4c0d-b9e5-4b8e31cb0ba8,9,patch,6,1.0,3.0,3.0,5,3,0,0,2,2.0,0,0,0,9,0,0,2,3149,9.320110478089191,2,6,6,7585,13.072015568963252,0.5
5f46a008-12b7-4c0d-b9e5-4b8e31cb0ba8,9,no_applicability,6,1.0,3.0,3.0,5,3,0,0,2,2.0,0,0,0,9,0,0,2,3149,9.320110478089191,2,6,6,7585,13.072015568963252,0.5
9ff39953-d7ca-40e1-9824-a14c05ee91e8,10,individual,6,3.0,4.0,4.0,4,4,0,0,2,1.0,0,0,0,0,0,0,0,0,0,0,6,6,6449,12.93844661314506,0.6666666666666666
9ff39953-d7ca-40e1-9824-a14c05ee91e8,10,execute,6,3.0,4.0,4.0,4,4,0,0,2,1.0,0,0,0,4,0,0,0,0,0,0,6,6,6449,12.93844661314506,0.6666666666666666
9ff39953-d7ca-40e1-9824-a14c05ee91e8,10,reattempt,6,3.0,4.0,4.0,4,4,0,0,2,1.0,0,0,9,0,0,0,9,9636,16.970193704939447,9,6,6,6449,12.93844661314506,0.6666666666666666
9ff39953-d7ca-40e1-9824-a14c05ee91e8,10,verify,6,3.0,4.0,4.0,4,4,0,0,2,1.0,0,0,0,4,0,0,4,4253,7.308451014105231,4,6,6,6449,12.93844661314506,0.6666666666666666
9ff39953-d7ca-40e1-9824-a14c05ee91e8,10,coarse,6,3.0,4.0,4.0,4,4,0,0,2,1.0,0,0,9,0,0,0,9,10435,14.161517832893878,9,6,6,6449,12.93844661314506,0.6666666666666666
9ff39953-d7ca-40e1-9824-a14c05ee91e8,10,patch,6,3.0,4.0,4.0,4,4,0,0,2,1.0,0,0,0,9,0,0,2,2844,8.267033300944604,2,6,6,6449,12.93844661314506,0.6666666666666666
9ff39953-d7ca-40e1-9824-a14c05ee91e8,10,no_applicability,6,3.0,4.0,4.0,4,4,0,0,2,1.0,0,0,0,9,0,0,2,2844,8.267033300944604,2,6,6,6449,12.93844661314506,0.6666666666666666
77d32d68-40b6-4c76-8151-58b6e99bae9a,11,individual,6,2.0,4.0,4.0,5,4,0,0,2,2.0,0,0,0,0,0,0,0,0,0,0,6,6,7065,15.189957255963236,0.6666666666666666
77d32d68-40b6-4c76-8151-58b6e99bae9a,11,execute,6,2.0,4.0,4.0,5,4,0,0,2,2.0,0,0,0,4,0,0,0,0,0,0,6,6,7065,15.189957255963236,0.6666666666666666
77d32d68-40b6-4c76-8151-58b6e99bae9a,11,reattempt,6,2.0,4.0,4.0,5,4,0,0,2,2.0,0,0,9,0,0,0,9,11176,24.804662007139996,9,6,6,7065,15.189957255963236,0.6666666666666666
77d32d68-40b6-4c76-8151-58b6e99bae9a,11,verify,6,2.0,4.0,4.0,5,4,0,0,2,2.0,0,0,0,4,0,0,4,5013,12.425259099109098,4,6,6,7065,15.189957255963236,0.6666666666666666
77d32d68-40b6-4c76-8151-58b6e99bae9a,11,coarse,6,2.0,4.0,4.0,5,4,0,0,2,2.0,0,0,9,0,0,0,9,12120,23.00173134112265,9,6,6,7065,15.189957255963236,0.6666666666666666
77d32d68-40b6-4c76-8151-58b6e99bae9a,11,patch,6,2.0,4.0,4.0,5,4,0,0,2,2.0,0,0,0,9,0,0,2,3225,10.824234325089492,2,6,6,7065,15.189957255963236,0.6666666666666666
77d32d68-40b6-4c76-8151-58b6e99bae9a,11,no_applicability,6,2.0,4.0,4.0,5,4,0,0,2,2.0,0,0,0,9,0,0,2,3225,10.824234325089492,2,6,6,7065,15.189957255963236,0.6666666666666666
