bundle_id,replicate,variant,review_duration,policy,tick,eligible,selected,greedy_choice,search_choice,planning_seconds,ordered_subsets_evaluated
stage6_00,0,approve_block,1,edf,5,0,,,,6.740447133779526e-07,0
stage6_00,0,approve_block,1,edf,6,0,,,,6.780028343200684e-07,0
stage6_00,0,approve_block,1,uncertainty,0,1,train:313,train:313,train:313,2.2039981558918953e-05,0
stage6_00,0,approve_block,1,uncertainty,1,1,train:153,train:153,train:153,2.616096753627062e-05,0
stage6_00,0,approve_block,1,uncertainty,2,0,,,,3.834953531622887e-06,0
stage6_00,0,approve_block,1,uncertainty,3,0,,,,7.710186764597893e-07,0
stage6_00,0,approve_block,1,uncertainty,4,0,,,,7.010530680418015e-07,0
stage6_00,0,approve_block,1,uncertainty,5,0,,,,6.629852578043938e-07,0
stage6_00,0,approve_block,1,uncertainty,6,0,,,,6.901100277900696e-07,0
stage6_00,0,approve_block,1,greedy,0,1,train:313,train:313,train:313,2.4210079573094845e-05,0
stage6_00,0,approve_block,1,greedy,1,1,train:153,train:153,train:153,2.151599619537592e-05,0
stage6_00,0,approve_block,1,greedy,2,0,,,,2.752058207988739e-06,0
stage6_00,0,approve_block,1,greedy,3,0,,,,8.00006091594696e-07,0
stage6_00,0,approve_block,1,greedy,4,0,,,,7.2503462433815e-07,0
stage6_00,0,approve_block,1,greedy,5,0,,,,6.969785317778587e-07,0
stage6_00,0,approve_block,1,greedy,6,0,,,,7.139751687645912e-07,0
stage6_00,0,approve_block,1,search,0,1,train:313,train:313,train:313,2.8307083994150162e-05,2
stage6_00,0,approve_block,1,search,1,1,train:153,train:153,train:153,2.936902455985546e-05,2
stage6_00,0,approve_block,1,search,2,0,,,,4.649977199733257e-06,0
stage6_00,0,approve_block,1,search,3,0,,,,7.749767974019051e-07,0
stage6_00,0,approve_block,1,search,4,0,,,,6.899936124682426e-07,0
stage6_00,0,approve_block,1,search,5,0,,,,6.629852578043938e-07,0
stage6_00,0,approve_block,1,search,6,0,,,,6.799818947911263e-07,0
stage6_00,0,complexity_time,2,no_review,0,1,,train:313,train:313,2.1962914615869522e-05,0
stage6_00,0,complexity_time,2,no_review,1,1,,train:153,train:153,2.2710999473929405e-05,0
stage6_00,0,complexity_time,2,no_review,2,1,,train:153,train:153,3.302108962088823e-05,0
stage6_00,0,complexity_time,2,no_review,3,1,,train:153,train:153,1.1643976904451847e-05,0
stage6_00,0,complexity_time,2,no_review,4,1,,train:153,train:153,1.1538970284163952e-05,0
stage6_00,0,complexity_time,2,no_review,5,0,,,,1.2304983101785183e-05,0
stage6_00,0,complexity_time,2,no_review,6,0,,,,2.18802597373724e-06,0
stage6_00,0,complexity_time,2,fcfs,0,1,train:313,train:313,train:313,2.0315987057983875e-05,0
stage6_00,0,complexity_time,2,fcfs,2,1,train:153,train:153,train:153,4.406692460179329e-05,0
stage6_00,0,complexity_time,2,fcfs,4,0,,,,3.7639401853084564e-06,0
stage6_00,0,complexity_time,2,fcfs,5,0,,,,1.3280659914016724e-06,0
stage6_00,0,complexity_time,2,fcfs,6,0,,,,1.1100200936198235e-06,0
stage6_00,0,complexity_time,2,edf,0,1,train:313,train:313,train:313,2.1886080503463745e-05,0
stage6_00,0,complexity_time,2,edf,2,1,train:153,train:153,train:153,3.5014934837818146e-05,0
stage6_00,0,complexity_time,2,edf,4,0,,,,5.32704871147871e-06,0
stage6_00,0,complexity_time,2,edf,5,0,,,,8.220085874199867e-07,0
stage6_00,0,complexity_time,2,edf,6,0,,,,7.619382813572884e-07,0
stage6_00,0,complexity_time,2,uncertainty,0,1,train:313,train:313,train:313,2.3307977244257927e-05,0
stage6_00,0,complexity_time,2,uncertainty,2,1,train:153,train:153,train:153,3.775802906602621e-05,0
stage6_00,0,complexity_time,2,uncertainty,4,0,,,,3.1989766284823418e-06,0
stage6_00,0,complexity_time,2,uncertainty,5,0,,,,7.509952411055565e-07,0
stage6_00,0,complexity_time,2,uncertainty,6,0,,,,6.899936124682426e-07,0
stage6_00,0,complexity_time,2,greedy,0,1,train:313,train:313,train:313,2.3478991352021694e-05,0
stage6_00,0,complexity_time,2,greedy,2,1,train:153,train:153,train:153,3.276800271123648e-05,0
stage6_00,0,complexity_time,2,greedy,4,0,,,,2.432032488286495e-06,0
stage6_00,0,complexity_time,2,greedy,5,0,,,,7.83940777182579e-07,0
stage6_00,0,complexity_time,2,greedy,6,0,,,,7.130438461899757e-07,0
stage6_00,0,complexity_time,2,search,0,1,train:313,train:313,train:313,2.5588087737560272e-05,2
stage6_00,0,complexity_time,2,search,2,1,train:153,train:153,train:153,2.713699359446764e-05,2
stage6_00,0,complexity_time,2,search,4,0,,,,3.920053131878376e-06,0
stage6_00,0,complexity_time,2,search,5,0,,,,8.150236681103706e-07,0
stage6_00,0,complexity_time,2,search,6,0,,,,7.019843906164169e-07,0
stage6_00,0,complexity_time,1,no_review,0,1,,train:313,train:313,1.9771046936511993e-05,0
stage6_00,0,complexity_time,1,no_review,1,2,,train:153,train:313,2.2921012714505196e-05,0
stage6_00,0,complexity_time,1,no_review,2,1,,train:153,train:153,3.060803283005953e-05,0
stage6_00,0,complexity_time,1,no_review,3,1,,train:153,train:153,1.1516967788338661e-05,0
stage6_00,0,complexity_time,1,no_review,4,1,,train:153,train:153,1.1363998055458069e-05,0
stage6_00,0,complexity_time,1,no_review,5,1,,train:153,train:153,1.1757947504520416e-05,0
stage6_00,0,complexity_time,1,no_review,6,0,,,,5.092006176710129e-06,0
stage6_00,0,complexity_time,1,fcfs,0,1,train:313,train:313,train:313,1.912098377943039e-05,0
stage6_00,0,complexity_time,1,fcfs,1,1,train:153,train:153,train:153,1.534994225949049e-05,0
stage6_00,0,complexity_time,1,fcfs,2,0,,,,2.711080014705658e-06,0
stage6_00,0,complexity_time,1,fcfs,3,0,,,,7.690396159887314e-07,0
stage6_00,0,complexity_time,1,fcfs,4,0,,,,7.270136848092079e-07,0
stage6_00,0,complexity_time,1,fcfs,5,0,,,,6.729969754815102e-07,0
stage6_00,0,complexity_time,1,fcfs,6,0,,,,6.799818947911263e-07,0
stage6_00,0,complexity_time,1,edf,0,1,train:313,train:313,train:313,2.1755928173661232e-05,0
stage6_00,0,complexity_time,1,edf,1,1,train:153,train:153,train:153,2.0293984562158585e-05,0
stage6_00,0,complexity_time,1,edf,2,0,,,,5.4211122915148735e-06,0
stage6_00,0,complexity_time,1,edf,3,0,,,,7.420312613248825e-07,0
stage6_00,0,complexity_time,1,edf,4,0,,,,6.860354915261269e-07,0
stage6_00,0,complexity_time,1,edf,5,0,,,,7.009366527199745e-07,0
stage6_00,0,complexity_time,1,edf,6,0,,,,6.740447133779526e-07,0
stage6_00,0,complexity_time,1,uncertainty,0,1,train:313,train:313,train:313,2.324103843420744e-05,0
stage6_00,0,complexity_time,1,uncertainty,1,1,train:153,train:153,train:153,2.2348016500473022e-05,0
stage6_00,0,complexity_time,1,uncertainty,2,0,,,,3.897934220731258e-06,0
stage6_00,0,complexity_time,1,uncertainty,3,0,,,,7.189810276031494e-07,0
stage6_00,0,complexity_time,1,uncertainty,4,0,,,,6.570480763912201e-07,0
stage6_00,0,complexity_time,1,uncertainty,5,0,,,,6.490154191851616e-07,0
stage6_00,0,complexity_time,1,uncertainty,6,0,,,,6.479676812887192e-07,0
stage6_00,0,complexity_time,1,greedy,0,1,train:313,train:313,train:313,2.424593549221754e-05,0
stage6_00,0,complexity_time,1,greedy,1,1,train:153,train:153,train:153,2.131506334990263e-05,0
stage6_00,0,complexity_time,1,greedy,2,0,,,,2.3620668798685074e-06,0
stage6_00,0,complexity_time,1,greedy,3,0,,,,7.139751687645912e-07,0
stage6_00,0,complexity_time,1,greedy,4,0,,,,6.710179150104523e-07,0
stage6_00,0,complexity_time,1,greedy,5,0,,,,6.870832294225693e-07,0
stage6_00,0,complexity_time,1,greedy,6,0,,,,6.579793989658356e-07,0
stage6_00,0,complexity_time,1,search,0,1,train:313,train:313,train:313,2.5153975002467632e-05,2
stage6_00,0,complexity_time,1,search,1,1,train:153,train:153,train:153,2.370704896748066e-05,2
stage6_00,0,complexity_time,1,search,2,0,,,,3.4159747883677483e-06,0
stage6_00,0,complexity_time,1,search,3,0,,,,7.149064913392067e-07,0
stage6_00,0,complexity_time,1,search,4,0,,,,7.529743015766144e-07,0
stage6_00,0,complexity_time,1,search,5,0,,,,6.59027136862278e-07,0
stage6_00,0,complexity_time,1,search,6,0,,,,6.830086931586266e-07,0
stage6_00,1,reference,2,no_review,0,2,,train:421,train:313,2.9108021408319473e-05,0
stage6_00,1,reference,2,no_review,1,2,,train:421,train:421,3.1989067792892456e-05,0
stage6_00,1,reference,2,no_review,2,2,,train:421,train:421,3.260490484535694e-05,0
stage6_00,1,reference,2,no_review,3,1,,train:153,train:153,2.1847081370651722e-05,0
stage6_00,1,reference,2,no_review,4,1,,train:153,train:153,2.019503153860569e-05,0
stage6_00,1,reference,2,no_review,5,0,,,,1.1644908227026463e-05,0
stage6_00,1,reference,2,no_review,6,0,,,,2.215965650975704e-06,0
stage6_00,1,reference,2,fcfs,0,2,train:313,train:421,train:313,3.060803283005953e-05,0
stage6_00,1,reference,2,fcfs,2,2,train:421,train:421,train:421,3.9223930798470974e-05,0
stage6_00,1,reference,2,fcfs,4,1,train:153,train:153,train:153,3.6559998989105225e-05,0
stage6_00,1,reference,2,fcfs,6,0,,,,2.5420449674129486e-06,0
stage6_00,1,reference,2,edf,0,2,train:313,train:421,train:313,3.518001176416874e-05,0
stage6_00,1,reference,2,edf,2,2,train:421,train:421,train:421,5.285500083118677e-05,0
stage6_00,1,reference,2,edf,4,1,train:153,train:153,train:153,3.8394005969166756e-05,0
stage6_00,1,reference,2,edf,6,0,,,,4.731002263724804e-06,0
stage6_00,1,reference,2,uncertainty,0,2,train:421,train:421,train:313,3.249396104365587e-05,0
stage6_00,1,reference,2,uncertainty,2,1,train:153,train:153,train:153,4.206295125186443e-05,0
stage6_00,1,reference,2,uncertainty,4,0,,,,3.3850083127617836e-06,0
stage6_00,1,reference,2,uncertainty,5,0,,,,8.139759302139282e-07,0
stage6_00,1,reference,2,uncertainty,6,0,,,,7.230555638670921e-07,0
stage6_00,1,reference,2,greedy,0,2,train:421,train:421,train:313,3.5577104426920414e-05,0
stage6_00,1,reference,2,greedy,2,1,train:153,train:153,train:153,3.82070429623127e-05,0
stage6_00,1,reference,2,greedy,4,0,,,,4.025059752166271e-06,0
stage6_00,1,reference,2,greedy,5,0,,,,7.790513336658478e-07,0
stage6_00,1,reference,2,greedy,6,0,,,,6.970949470996857e-07,0
stage6_00,1,reference,2,search,0,2,train:313,train:421,train:313,4.2082974687218666e-05,5
stage6_00,1,reference,2,search,2,2,train:421,train:421,train:421,5.7935016229748726e-05,5
stage6_00,1,reference,2,search,4,1,train:153,train:153,train:153,2.8833048418164253e-05,2
stage6_00,1,reference,2,search,6,0,,,,2.9489165171980858e-06,0
stage6_00,1,reference,1,no_review,0,2,,train:421,train:313,3.041804302483797e-05,0
stage6_00,1,reference,1,no_review,1,3,,train:421,train:313,3.198790363967419e-05,0
stage6_00,1,reference,1,no_review,2,2,,train:421,train:421,3.534101415425539e-05,0
stage6_00,1,reference,1,no_review,3,2,,train:421,train:421,2.2663036361336708e-05,0
stage6_00,1,reference,1,no_review,4,1,,train:153,train:153,3.809493500739336e-05,0
stage6_00,1,reference,1,no_review,5,1,,train:153,train:153,1.2865988537669182e-05,0
stage6_00,1,reference,1,no_review,6,0,,,,4.549045115709305e-06,0
stage6_00,1,reference,1,fcfs,0,2,train:313,train:421,train:313,3.2438081689178944e-05,0
stage6_00,1,reference,1,fcfs,1,2,train:421,train:421,train:421,2.8500915504992008e-05,0
stage6_00,1,reference,1,fcfs,2,1,train:153,train:153,train:153,2.258399035781622e-05,0
stage6_00,1,reference,1,fcfs,3,0,,,,3.522029146552086e-06,0
stage6_00,1,reference,1,fcfs,4,0,,,,8.069910109043121e-07,0
stage6_00,1,reference,1,fcfs,5,0,,,,7.069902494549751e-07,0
stage6_00,1,reference,1,fcfs,6,0,,,,7.060589268803596e-07,0
stage6_00,1,reference,1,edf,0,2,train:313,train:421,train:313,3.2144016586244106e-05,0
stage6_00,1,reference,1,edf,1,2,train:421,train:421,train:421,2.7936999686062336e-05,0
stage6_00,1,reference,1,edf,2,1,train:153,train:153,train:153,2.427899744361639e-05,0
stage6_00,1,reference,1,edf,3,0,,,,3.4499680623412132e-06,0
stage6_00,1,reference,1,edf,4,0,,,,7.849885150790215e-07,0
stage6_00,1,reference,1,edf,5,0,,,,6.989575922489166e-07,0
stage6_00,1,reference,1,edf,6,0,,,,6.93020410835743e-07,0
stage6_00,1,reference,1,uncertainty,0,2,train:421,train:421,train:313,3.218802157789469e-05,0
stage6_00,1,reference,1,uncertainty,1,2,train:153,train:153,train:313,3.622705116868019e-05,0
stage6_00,1,reference,1,uncertainty,2,0,,,,4.439032636582851e-06,0
stage6_00,1,reference,1,uncertainty,3,0,,,,8.109491318464279e-07,0
stage6_00,1,reference,1,uncertainty,4,0,,,,7.00005330145359e-07,0
stage6_00,1,reference,1,uncertainty,5,0,,,,6.669433787465096e-07,0
stage6_00,1,reference,1,uncertainty,6,0,,,,7.279450073838234e-07,0
stage6_00,1,reference,1,greedy,0,2,train:421,train:421,train:313,3.356696106493473e-05,0
stage6_00,1,reference,1,greedy,1,2,train:153,train:153,train:313,3.289093729108572e-05,0
stage6_00,1,reference,1,greedy,2,0,,,,3.403984010219574e-06,0
stage6_00,1,reference,1,greedy,3,0,,,,7.629860192537308e-07,0
stage6_00,1,reference,1,greedy,4,0,,,,6.420304998755455e-07,0
stage6_00,1,reference,1,greedy,5,0,,,,6.450572982430458e-07,0
stage6_00,1,reference,1,greedy,6,0,,,,6.620539352297783e-07,0
stage6_00,1,reference,1,search,0,2,train:313,train:421,train:313,4.2496947571635246e-05,5
stage6_00,1,reference,1,search,1,2,train:421,train:421,train:421,4.522106610238552e-05,5
stage6_00,1,reference,1,search,2,1,train:153,train:153,train:153,3.818492405116558e-05,2
stage6_00,1,reference,1,search,3,0,,,,3.0240043997764587e-06,0
stage6_00,1,reference,1,search,4,0,,,,7.270136848092079e-07,0
stage6_00,1,reference,1,search,5,0,,,,6.719492375850677e-07,0
stage6_00,1,reference,1,search,6,0,,,,6.50063157081604e-07,0
stage6_00,1,approve_block,2,no_review,0,2,,train:421,train:313,3.1736912205815315e-05,0
stage6_00,1,approve_block,2,no_review,1,2,,train:421,train:421,3.144098445773125e-05,0
stage6_00,1,approve_block,2,no_review,2,2,,train:421,train:421,3.940192982554436e-05,0
stage6_00,1,approve_block,2,no_review,3,1,,train:153,train:153,2.1738000214099884e-05,0
stage6_00,1,approve_block,2,no_review,4,1,,train:153,train:153,3.2363925129175186e-05,0
stage6_00,1,approve_block,2,no_review,5,0,,,,1.1820928193628788e-05,0
stage6_00,1,approve_block,2,no_review,6,0,,,,2.362998202443123e-06,0
stage6_00,1,approve_block,2,fcfs,0,2,train:313,train:421,train:313,3.0082999728620052e-05,0
stage6_00,1,approve_block,2,fcfs,2,2,train:421,train:421,train:421,4.503503441810608e-05,0
stage6_00,1,approve_block,2,fcfs,4,1,train:153,train:153,train:153,3.241701051592827e-05,0
stage6_00,1,approve_block,2,fcfs,6,0,,,,3.084074705839157e-06,0
stage6_00,1,approve_block,2,edf,0,2,train:313,train:421,train:313,3.944197669625282e-05,0
stage6_00,1,approve_block,2,edf,2,2,train:421,train:421,train:421,6.430898793041706e-05,0
stage6_00,1,approve_block,2,edf,4,1,train:153,train:153,train:153,3.142107743769884e-05,0
stage6_00,1,approve_block,2,edf,6,0,,,,2.5900080800056458e-06,0
stage6_00,1,approve_block,2,uncertainty,0,2,train:421,train:421,train:313,3.277999348938465e-05,0
stage6_00,1,approve_block,2,uncertainty,2,1,train:153,train:153,train:153,3.5341945476830006e-05,0
stage6_00,1,approve_block,2,uncertainty,4,0,,,,2.5619519874453545e-06,0
stage6_00,1,approve_block,2,uncertainty,5,0,,,,7.459893822669983e-07,0
stage6_00,1,approve_block,2,uncertainty,6,0,,,,6.430782377719879e-07,0
stage6_00,1,approve_block,2,greedy,0,2,train:421,train:421,train:313,3.5748002119362354e-05,0
stage6_00,1,approve_block,2,greedy,2,1,train:153,train:153,train:153,3.789202310144901e-05,0
stage6_00,1,approve_block,2,greedy,4,0,,,,3.961031325161457e-06,0
stage6_00,1,approve_block,2,greedy,5,0,,,,7.209600880742073e-07,0
stage6_00,1,approve_block,2,greedy,6,0,,,,6.780028343200684e-07,0
stage6_00,1,approve_block,2,search,0,2,train:313,train:421,train:313,4.5172986574471e-05,5
stage6_00,1,approve_block,2,search,2,2,train:421,train:421,train:421,0.00010543002281337976,5
stage6_00,1,approve_block,2,search,4,1,train:153,train:153,train:153,4.03430312871933e-05,2
stage6_00,1,approve_block,2,search,6,0,,,,4.2050378397107124e-06,0
stage6_00,1,approve_block,1,no_review,0,2,,train:421,train:313,2.9957969672977924e-05,0
stage6_00,1,approve_block,1,no_review,1,3,,train:421,train:313,3.200303763151169e-05,0
stage6_00,1,approve_block,1,no_review,2,2,,train:421,train:421,5.989510100334883e-05,0
stage6_00,1,approve_block,1,no_review,3,2,,train:421,train:421,3.0972063541412354e-05,0
stage6_00,1,approve_block,1,no_review,4,1,,train:153,train:153,3.326893784105778e-05,0
