bundle_id,replicate,case_id,step,tool,mutation_attempt,check,reason
evaluation_00,2,train:062,10,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_00,2,train:062,11,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_00,2,train:062,12,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_00,2,train:062,13,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_00,2,train:018,3,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_00,2,train:018,5,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_00,2,train:018,6,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: obtain explicit confirmation of these exact transaction arguments first
evaluation_01,0,train:063,0,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: authenticate the customer first
evaluation_01,0,train:063,4,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_01,0,train:063,7,modify_pending_order_items,True,upstream_backend,Error: 1008292230 not found
evaluation_01,0,train:063,10,modify_pending_order_items,True,upstream_backend,Error: new item 1008292231 not found or available
evaluation_01,0,train:063,13,modify_pending_order_items,True,upstream_backend,Error: new item 5019835484 not found or available
evaluation_01,0,train:025,3,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_01,0,train:025,5,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_01,0,train:025,6,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: obtain explicit confirmation of these exact transaction arguments first
evaluation_01,0,train:025,7,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_01,0,train:025,8,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_01,0,train:025,9,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_01,0,train:025,10,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_01,0,train:025,11,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_01,0,train:025,12,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_01,0,train:025,13,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_01,0,train:090,2,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_01,1,train:063,0,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: authenticate the customer first
evaluation_01,1,train:063,4,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_01,1,train:025,3,exchange_delivered_order_items,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_01,1,train:090,2,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_01,1,train:090,4,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_01,1,train:090,5,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_01,1,train:090,6,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_01,1,train:090,7,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_01,1,train:090,8,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_01,1,train:090,9,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_01,1,train:090,10,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_01,1,train:090,11,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_01,1,train:090,12,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_01,1,train:090,13,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_01,2,train:063,0,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: authenticate the customer first
evaluation_01,2,train:063,4,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_01,2,train:063,7,modify_pending_order_items,True,upstream_backend,Error: 1008292230 not found
evaluation_01,2,train:025,3,exchange_delivered_order_items,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_01,2,train:090,2,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_02,0,train:105,2,cancel_pending_order,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_02,0,train:073,4,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_02,0,train:073,6,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,0,train:073,7,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,0,train:073,8,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,0,train:073,9,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,0,train:073,10,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,0,train:073,11,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,0,train:073,12,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,0,train:073,13,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,0,train:032,2,return_delivered_order_items,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_02,0,train:032,4,return_delivered_order_items,True,adapter_policy_guard,Error: automatic safeguard: obtain explicit confirmation of these exact transaction arguments first
evaluation_02,1,train:105,2,cancel_pending_order,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_02,1,train:073,4,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_02,1,train:073,6,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,1,train:073,7,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,1,train:073,8,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,1,train:073,9,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,1,train:073,10,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,1,train:073,11,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,1,train:073,12,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,1,train:073,13,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,1,train:032,2,return_delivered_order_items,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_02,1,train:032,4,return_delivered_order_items,True,adapter_policy_guard,Error: automatic safeguard: obtain explicit confirmation of these exact transaction arguments first
evaluation_02,2,train:105,2,cancel_pending_order,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_02,2,train:073,4,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_02,2,train:073,6,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,2,train:073,7,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,2,train:073,8,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,2,train:073,9,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,2,train:073,10,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,2,train:073,11,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,2,train:073,12,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,2,train:073,13,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_02,2,train:032,2,return_delivered_order_items,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_02,2,train:032,4,return_delivered_order_items,True,adapter_policy_guard,Error: automatic safeguard: obtain explicit confirmation of these exact transaction arguments first
evaluation_03,0,train:082,0,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: authenticate the customer first
evaluation_03,0,train:082,4,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_03,0,train:082,6,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_03,0,train:037,3,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_03,0,train:037,5,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_03,0,train:037,6,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: obtain explicit confirmation of these exact transaction arguments first
evaluation_03,0,train:113,2,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_03,1,train:082,0,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: authenticate the customer first
evaluation_03,1,train:082,4,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_03,1,train:037,3,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_03,1,train:037,5,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_03,1,train:037,6,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: obtain explicit confirmation of these exact transaction arguments first
evaluation_03,1,train:113,2,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_03,2,train:082,0,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: authenticate the customer first
evaluation_03,2,train:082,4,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_03,2,train:037,3,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_03,2,train:037,5,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_03,2,train:037,6,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: obtain explicit confirmation of these exact transaction arguments first
evaluation_03,2,train:037,7,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_03,2,train:037,8,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_03,2,train:113,2,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_04,0,train:097,0,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: authenticate the customer first
evaluation_04,0,train:097,4,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_04,0,train:039,3,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_04,0,train:039,5,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_04,0,train:039,6,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: obtain explicit confirmation of these exact transaction arguments first
evaluation_04,0,train:123,2,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_04,0,train:123,4,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_04,0,train:123,5,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_04,0,train:123,6,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_04,0,train:123,7,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_04,0,train:123,8,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_04,0,train:123,9,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_04,0,train:123,10,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_04,0,train:123,11,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_04,0,train:123,12,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_04,0,train:123,13,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_04,1,train:097,0,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: authenticate the customer first
evaluation_04,1,train:097,4,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_04,1,train:039,3,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_04,1,train:039,5,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_04,1,train:039,6,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: obtain explicit confirmation of these exact transaction arguments first
evaluation_04,1,train:123,2,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_04,2,train:097,0,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: authenticate the customer first
evaluation_04,2,train:097,4,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_04,2,train:039,3,exchange_delivered_order_items,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_04,2,train:123,2,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_05,0,train:041,4,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_05,0,train:041,7,exchange_delivered_order_items,True,upstream_backend,Error: new item 7597543861 not found or available
evaluation_05,0,train:098,3,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_05,0,train:098,6,modify_pending_order_items,True,upstream_backend,Error: new item 7869640094 not found or available
evaluation_05,0,train:098,8,modify_pending_order_items,True,upstream_backend,Error: new item 4772738468 not found or available
evaluation_05,0,train:098,10,modify_pending_order_items,True,upstream_backend,Error: new item 9370300555 not found or available
evaluation_05,0,train:098,12,modify_pending_order_items,True,upstream_backend,Error: new item 7869640094 not found or available
evaluation_05,0,train:125,2,cancel_pending_order,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_05,1,train:041,4,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_05,1,train:041,6,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_05,1,train:098,3,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_05,1,train:098,6,modify_pending_order_items,True,upstream_backend,Error: new item 9417024853 not found or available
evaluation_05,1,train:098,8,modify_pending_order_items,True,upstream_backend,Error: new item 4772738468 not found or available
evaluation_05,1,train:098,10,modify_pending_order_items,True,upstream_backend,Error: new item 9417024853 not found or available
evaluation_05,1,train:098,12,modify_pending_order_items,True,upstream_backend,Error: new item 4772738468 not found or available
evaluation_05,1,train:125,2,cancel_pending_order,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_05,2,train:041,4,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_05,2,train:041,6,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_05,2,train:041,7,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_05,2,train:041,8,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_05,2,train:041,9,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_05,2,train:041,10,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_05,2,train:041,11,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_05,2,train:041,12,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_05,2,train:041,13,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_05,2,train:098,3,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_05,2,train:098,5,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: obtain explicit confirmation of these exact transaction arguments first
evaluation_05,2,train:098,7,modify_pending_order_items,True,upstream_backend,Error: new item 4772738468 not found or available
evaluation_05,2,train:098,8,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_05,2,train:098,9,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_05,2,train:098,10,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_05,2,train:098,11,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_05,2,train:098,12,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_05,2,train:098,13,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_05,2,train:125,2,cancel_pending_order,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_05,2,train:125,4,cancel_pending_order,True,adapter_policy_guard,Error: automatic safeguard: obtain explicit confirmation of these exact transaction arguments first
evaluation_06,0,train:129,2,cancel_pending_order,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_06,0,train:129,4,cancel_pending_order,True,adapter_policy_guard,Error: automatic safeguard: obtain explicit confirmation of these exact transaction arguments first
evaluation_06,0,train:045,3,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_06,0,train:101,0,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: authenticate the customer first
evaluation_06,0,train:101,4,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_06,1,train:129,2,cancel_pending_order,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_06,1,train:129,4,cancel_pending_order,True,adapter_policy_guard,Error: automatic safeguard: obtain explicit confirmation of these exact transaction arguments first
evaluation_06,1,train:045,3,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_06,1,train:101,3,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_06,2,train:129,2,cancel_pending_order,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_06,2,train:129,4,cancel_pending_order,True,adapter_policy_guard,Error: automatic safeguard: obtain explicit confirmation of these exact transaction arguments first
evaluation_06,2,train:129,5,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_06,2,train:045,3,exchange_delivered_order_items,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_06,2,train:101,0,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: authenticate the customer first
evaluation_06,2,train:101,4,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_07,0,train:051,4,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_07,0,train:051,6,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_07,0,train:132,2,cancel_pending_order,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_07,0,train:115,3,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_07,0,train:115,6,modify_pending_order_items,True,upstream_backend,Error: new item 7918497119 not found or available
evaluation_07,0,train:115,7,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_07,0,train:115,9,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_07,0,train:115,11,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_07,0,train:115,13,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_07,1,train:051,4,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_07,1,train:051,6,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_07,1,train:051,7,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_07,1,train:051,8,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_07,1,train:051,9,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_07,1,train:051,10,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_07,1,train:051,11,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_07,1,train:051,12,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_07,1,train:051,13,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_07,1,train:132,2,cancel_pending_order,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_07,1,train:115,3,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_07,1,train:115,6,modify_pending_order_items,True,upstream_backend,Error: new item 7918497119 not found or available
evaluation_07,1,train:115,7,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_07,1,train:115,8,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_07,1,train:115,9,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_07,1,train:115,10,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_07,1,train:115,11,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_07,1,train:115,12,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_07,1,train:115,13,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_07,2,train:051,4,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_07,2,train:051,6,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: list the complete transaction and confirm all items
evaluation_07,2,train:132,2,cancel_pending_order,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_07,2,train:115,3,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_07,2,train:115,6,modify_pending_order_items,True,upstream_backend,Error: new item 7918497119 not found or available
evaluation_07,2,train:115,9,modify_pending_order_items,True,upstream_backend,Error: new item 7918497119 not found or available
evaluation_07,2,train:115,12,modify_pending_order_items,True,upstream_backend,Error: new item 7918497119 not found or available
evaluation_08,0,train:137,2,cancel_pending_order,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_08,0,train:137,4,cancel_pending_order,True,adapter_policy_guard,Error: automatic safeguard: obtain explicit confirmation of these exact transaction arguments first
evaluation_08,0,train:052,3,return_delivered_order_items,True,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
evaluation_08,0,train:118,0,modify_pending_order_items,True,adapter_policy_guard,Error: automatic safeguard: authenticate the customer first
evaluation_08,0,train:118,5,request_confirmation,False,adapter_policy_guard,Error: automatic safeguard: retrieve customer profile/payment methods first
