context,source_index,method,answers,initial_em,em,f1,scale,joint,whole_context,unfinished,inspections,local_gain,helpful_events,harmful_events,accepted,rejected,sibling_fixed,sibling_harmed,calls,tokens,seconds,attempts,extraction_calls,extraction_attempts,extraction_tokens,extraction_seconds,accuracy
98c16699-d385-4631-91de-1bc3c87f9f99,1,coarse,6,2.0,4.0,4.0,6,4,0,0,2,2.0,0,0,9,0,0,0,9,12098,10.03176906274166,9,6,6,7513,6.858441654941998,0.6666666666666666
98c16699-d385-4631-91de-1bc3c87f9f99,1,patch,6,2.0,4.0,4.0,6,4,0,0,2,2.0,0,0,0,9,0,0,2,2623,2.5406000609509647,2,6,6,7513,6.858441654941998,0.6666666666666666
98c16699-d385-4631-91de-1bc3c87f9f99,1,no_applicability,6,2.0,4.0,4.0,6,4,0,0,2,2.0,0,0,0,9,0,0,2,2623,2.5406000609509647,2,6,6,7513,6.858441654941998,0.6666666666666666
991d23d7-f32d-4954-8e1d-87ad22470fcf,2,individual,6,2.0,4.0,4.5,6,4,0,0,2,2.0,0,0,0,0,0,0,0,0,0,0,6,6,6860,5.839328395901248,0.6666666666666666
991d23d7-f32d-4954-8e1d-87ad22470fcf,2,execute,6,2.0,4.0,4.5,6,4,0,0,2,2.0,0,0,0,4,0,0,0,0,0,0,6,6,6860,5.839328395901248,0.6666666666666666
991d23d7-f32d-4954-8e1d-87ad22470fcf,2,reattempt,6,2.0,4.0,4.5,6,4,0,0,2,2.0,0,0,9,0,0,0,9,10335,12.904282706789672,9,6,6,6860,5.839328395901248,0.6666666666666666
991d23d7-f32d-4954-8e1d-87ad22470fcf,2,verify,6,2.0,4.0,4.5,6,4,0,0,2,2.0,0,0,0,4,0,0,4,4686,7.149645493132994,4,6,6,6860,5.839328395901248,0.6666666666666666
991d23d7-f32d-4954-8e1d-87ad22470fcf,2,coarse,6,2.0,4.0,4.5,6,4,0,0,2,2.0,0,0,9,0,0,0,9,11067,9.160276635782793,9,6,6,6860,5.839328395901248,0.6666666666666666
991d23d7-f32d-4954-8e1d-87ad22470fcf,2,patch,6,2.0,4.0,4.5,6,4,0,0,2,2.0,0,0,0,9,0,0,2,2381,3.2422618340933695,2,6,6,6860,5.839328395901248,0.6666666666666666
991d23d7-f32d-4954-8e1d-87ad22470fcf,2,no_applicability,6,2.0,4.0,4.5,6,4,0,0,2,2.0,0,0,0,9,0,0,2,2381,3.2422618340933695,2,6,6,6860,5.839328395901248,0.6666666666666666
806ac467-ab50-428b-8584-baef6d6c4cee,3,individual,6,1.0,3.0,3.62,6,3,0,0,2,2.0,0,0,0,0,0,0,0,0,0,0,6,6,8535,7.969171548844315,0.5
806ac467-ab50-428b-8584-baef6d6c4cee,3,execute,6,1.0,3.0,3.62,6,3,0,0,2,2.0,0,0,0,4,0,0,0,0,0,0,6,6,8535,7.969171548844315,0.5
806ac467-ab50-428b-8584-baef6d6c4cee,3,reattempt,6,1.0,2.0,3.55,6,2,0,0,2,2.0,0,1,9,0,0,1,9,12784,13.12328107189387,9,6,6,8535,7.969171548844315,0.3333333333333333
806ac467-ab50-428b-8584-baef6d6c4cee,3,verify,6,1.0,3.0,3.62,6,3,0,0,2,2.0,0,0,0,4,0,0,4,5727,5.780901528894901,4,6,6,8535,7.969171548844315,0.5
806ac467-ab50-428b-8584-baef6d6c4cee,3,coarse,6,1.0,3.0,3.62,6,3,0,0,2,2.0,0,0,9,0,0,0,9,13552,10.745284763164818,9,6,6,8535,7.969171548844315,0.5
806ac467-ab50-428b-8584-baef6d6c4cee,3,patch,6,1.0,3.0,3.62,6,3,0,0,2,2.0,0,0,0,9,0,0,2,2869,2.217839842895046,2,6,6,8535,7.969171548844315,0.5
806ac467-ab50-428b-8584-baef6d6c4cee,3,no_applicability,6,1.0,3.0,3.62,6,3,0,0,2,2.0,0,0,0,9,0,0,2,2869,2.217839842895046,2,6,6,8535,7.969171548844315,0.5
67111519-017b-4638-9a74-41eb792c2f0f,4,individual,6,1.0,2.0,2.99,5,2,0,0,2,1.0,0,0,0,0,0,0,0,0,0,0,6,6,6191,9.636418089969084,0.3333333333333333
67111519-017b-4638-9a74-41eb792c2f0f,4,execute,6,1.0,2.0,2.99,5,2,0,0,2,1.0,0,0,0,4,0,0,0,0,0,0,6,6,6191,9.636418089969084,0.3333333333333333
67111519-017b-4638-9a74-41eb792c2f0f,4,reattempt,6,1.0,2.0,2.92,4,2,0,0,2,1.0,0,0,9,0,0,0,9,9108,12.778111057006754,9,6,6,6191,9.636418089969084,0.3333333333333333
67111519-017b-4638-9a74-41eb792c2f0f,4,verify,6,1.0,2.0,2.99,5,2,0,0,2,1.0,0,0,0,4,0,0,4,4146,7.659687322215177,4,6,6,6191,9.636418089969084,0.3333333333333333
67111519-017b-4638-9a74-41eb792c2f0f,4,coarse,6,1.0,2.0,2.8,5,2,0,0,2,1.0,0,0,9,0,0,0,9,9826,10.595912419841625,9,6,6,6191,9.636418089969084,0.3333333333333333
67111519-017b-4638-9a74-41eb792c2f0f,4,patch,6,1.0,2.0,2.99,5,2,0,0,2,1.0,0,0,0,9,0,0,2,2084,2.5650960200000554,2,6,6,6191,9.636418089969084,0.3333333333333333
67111519-017b-4638-9a74-41eb792c2f0f,4,no_applicability,6,1.0,2.0,2.99,5,2,0,0,2,1.0,0,0,0,9,0,0,2,2084,2.5650960200000554,2,6,6,6191,9.636418089969084,0.3333333333333333
635228dd-44ae-4ad2-817d-2079a9ceb320,5,individual,6,3.0,5.0,5.67,6,5,0,0,2,2.0,0,0,0,0,0,0,0,0,0,0,6,6,3357,6.37633999704849,0.8333333333333334
635228dd-44ae-4ad2-817d-2079a9ceb320,5,execute,6,3.0,5.0,5.67,6,5,0,0,2,2.0,0,0,1,3,0,0,0,0,0,0,6,6,3357,6.37633999704849,0.8333333333333334
635228dd-44ae-4ad2-817d-2079a9ceb320,5,reattempt,6,3.0,5.0,5.67,6,5,0,0,2,2.0,0,0,9,0,0,0,9,4910,9.605061750975437,9,6,6,3357,6.37633999704849,0.8333333333333334
635228dd-44ae-4ad2-817d-2079a9ceb320,5,verify,6,3.0,5.0,5.67,6,5,0,0,2,2.0,0,0,1,3,0,0,4,2282,5.040692343842238,4,6,6,3357,6.37633999704849,0.8333333333333334
635228dd-44ae-4ad2-817d-2079a9ceb320,5,coarse,6,3.0,5.0,5.67,6,5,0,0,2,2.0,0,0,9,0,0,0,9,5735,9.0253787728725,9,6,6,3357,6.37633999704849,0.8333333333333334
635228dd-44ae-4ad2-817d-2079a9ceb320,5,patch,6,3.0,5.0,5.67,6,5,0,0,2,2.0,0,0,0,9,0,0,2,1216,2.5181658930378035,2,6,6,3357,6.37633999704849,0.8333333333333334
635228dd-44ae-4ad2-817d-2079a9ceb320,5,no_applicability,6,3.0,5.0,5.67,6,5,0,0,2,2.0,0,0,0,9,0,0,2,1216,2.5181658930378035,2,6,6,3357,6.37633999704849,0.8333333333333334
dd47151a-e645-492f-af54-08e3e5b4254d,6,individual,6,3.0,5.0,5.21,3,3,0,0,2,2.0,0,0,0,0,0,0,0,0,0,0,6,6,4812,10.763715812121518,0.8333333333333334
dd47151a-e645-492f-af54-08e3e5b4254d,6,execute,6,3.0,5.0,5.21,3,3,0,0,2,2.0,0,0,0,4,0,0,0,0,0,0,6,6,4812,10.763715812121518,0.8333333333333334
dd47151a-e645-492f-af54-08e3e5b4254d,6,reattempt,6,3.0,5.0,5.22,3,3,0,0,2,2.0,0,0,9,0,0,0,9,6943,15.348181877983734,9,6,6,4812,10.763715812121518,0.8333333333333334
dd47151a-e645-492f-af54-08e3e5b4254d,6,verify,6,3.0,5.0,5.21,3,3,0,0,2,2.0,0,0,0,4,0,0,4,3173,7.216526958043687,4,6,6,4812,10.763715812121518,0.8333333333333334
dd47151a-e645-492f-af54-08e3e5b4254d,6,coarse,6,3.0,5.0,5.21,3,3,0,0,2,2.0,0,0,9,0,0,0,9,7638,11.571031718165614,9,6,6,4812,10.763715812121518,0.8333333333333334
dd47151a-e645-492f-af54-08e3e5b4254d,6,patch,6,3.0,5.0,5.21,3,3,0,0,2,2.0,0,0,0,9,0,0,2,1630,2.4947637140285224,2,6,6,4812,10.763715812121518,0.8333333333333334
dd47151a-e645-492f-af54-08e3e5b4254d,6,no_applicability,6,3.0,5.0,5.21,3,3,0,0,2,2.0,0,0,0,9,0,0,2,1630,2.4947637140285224,2,6,6,4812,10.763715812121518,0.8333333333333334
eaf92f5c-0a32-4cad-9919-067ae4c20978,7,individual,6,0.0,2.0,2.0,2,2,0,0,2,2.0,0,0,0,0,0,0,0,0,0,0,6,6,5921,8.459259386872873,0.3333333333333333
eaf92f5c-0a32-4cad-9919-067ae4c20978,7,execute,6,0.0,2.0,2.0,2,2,0,0,2,2.0,0,0,0,4,0,0,0,0,0,0,6,6,5921,8.459259386872873,0.3333333333333333
eaf92f5c-0a32-4cad-9919-067ae4c20978,7,reattempt,6,0.0,2.0,2.0,2,2,0,0,2,2.0,0,0,9,0,0,0,9,8785,12.66316731274128,9,6,6,5921,8.459259386872873,0.3333333333333333
eaf92f5c-0a32-4cad-9919-067ae4c20978,7,verify,6,0.0,2.0,2.0,2,2,0,0,2,2.0,0,0,0,4,0,0,4,3944,4.627873035031371,4,6,6,5921,8.459259386872873,0.3333333333333333
eaf92f5c-0a32-4cad-9919-067ae4c20978,7,coarse,6,0.0,2.0,2.0,2,2,0,0,2,2.0,0,0,9,0,0,0,9,9707,10.92082559899427,9,6,6,5921,8.459259386872873,0.3333333333333333
eaf92f5c-0a32-4cad-9919-067ae4c20978,7,patch,6,0.0,2.0,2.0,2,2,0,0,2,2.0,0,0,0,9,0,0,2,2060,2.6493268120102584,2,6,6,5921,8.459259386872873,0.3333333333333333
eaf92f5c-0a32-4cad-9919-067ae4c20978,7,no_applicability,6,0.0,2.0,2.0,2,2,0,0,2,2.0,0,0,0,9,0,0,2,2060,2.6493268120102584,2,6,6,5921,8.459259386872873,0.3333333333333333
cd19d6bc-f08e-452d-b682-4af9082ec82c,8,individual,6,1.0,3.0,3.0,3,3,0,0,2,2.0,0,0,0,0,0,0,0,0,0,0,6,6,7548,9.222527278005145,0.5
cd19d6bc-f08e-452d-b682-4af9082ec82c,8,execute,6,1.0,3.0,3.0,3,3,0,0,2,2.0,0,0,0,4,0,0,0,0,0,0,6,6,7548,9.222527278005145,0.5
cd19d6bc-f08e-452d-b682-4af9082ec82c,8,reattempt,6,1.0,3.0,3.0,3,3,0,0,2,2.0,0,0,9,0,0,0,9,11090,11.298024957999587,9,6,6,7548,9.222527278005145,0.5
cd19d6bc-f08e-452d-b682-4af9082ec82c,8,verify,6,1.0,3.0,3.0,3,3,0,0,2,2.0,0,0,0,4,0,0,4,5028,6.783327466109768,4,6,6,7548,9.222527278005145,0.5
cd19d6bc-f08e-452d-b682-4af9082ec82c,8,coarse,6,1.0,3.0,3.0,3,3,0,0,2,2.0,0,0,9,0,0,0,9,12091,12.016745235072449,9,6,6,7548,9.222527278005145,0.5
cd19d6bc-f08e-452d-b682-4af9082ec82c,8,patch,6,1.0,3.0,3.0,3,3,0,0,2,2.0,0,0,0,9,0,0,2,2687,3.619729485013522,2,6,6,7548,9.222527278005145,0.5
cd19d6bc-f08e-452d-b682-4af9082ec82c,8,no_applicability,6,1.0,3.0,3.0,3,3,0,0,2,2.0,0,0,0,9,0,0,2,2687,3.619729485013522,2,6,6,7548,9.222527278005145,0.5
5f46a008-12b7-4c0d-b9e5-4b8e31cb0ba8,9,individual,6,1.0,3.0,3.0,5,3,0,0,2,2.0,0,0,0,0,0,0,0,0,0,0,6,6,6688,8.10760870296508,0.5
5f46a008-12b7-4c0d-b9e5-4b8e31cb0ba8,9,execute,6,1.0,3.0,3.0,5,3,0,0,2,2.0,0,0,0,4,0,0,0,0,0,0,6,6,6688,8.10760870296508,0.5
5f46a008-12b7-4c0d-b9e5-4b8e31cb0ba8,9,reattempt,6,1.0,2.0,2.0,5,2,0,0,2,2.0,0,1,9,0,0,1,9,9998,11.057513030129485,9,6,6,6688,8.10760870296508,0.3333333333333333
5f46a008-12b7-4c0d-b9e5-4b8e31cb0ba8,9,verify,6,1.0,3.0,3.0,5,3,0,0,2,2.0,0,0,0,4,0,0,4,4530,5.60632916202303,4,6,6,6688,8.10760870296508,0.5
5f46a008-12b7-4c0d-b9e5-4b8e31cb0ba8,9,coarse,6,1.0,3.0,3.0,5,3,0,0,2,2.0,0,0,9,0,0,0,9,10984,11.975025576190092,9,6,6,6688,8.10760870296508,0.5
5f46a008-12b7-4c0d-b9e5-4b8e31cb0ba8,9,patch,6,1.0,3.0,3.0,5,3,0,0,2,2.0,0,0,0,9,0,0,2,2424,3.6855493560433388,2,6,6,6688,8.10760870296508,0.5
5f46a008-12b7-4c0d-b9e5-4b8e31cb0ba8,9,no_applicability,6,1.0,3.0,3.0,5,3,0,0,2,2.0,0,0,0,9,0,0,2,2424,3.6855493560433388,2,6,6,6688,8.10760870296508,0.5
9ff39953-d7ca-40e1-9824-a14c05ee91e8,10,individual,6,3.0,4.0,4.0,4,4,0,0,2,1.0,0,0,0,0,0,0,0,0,0,0,6,6,5622,7.4521881371038035,0.6666666666666666
9ff39953-d7ca-40e1-9824-a14c05ee91e8,10,execute,6,3.0,4.0,4.0,4,4,0,0,2,1.0,0,0,0,4,0,0,0,0,0,0,6,6,5622,7.4521881371038035,0.6666666666666666
9ff39953-d7ca-40e1-9824-a14c05ee91e8,10,reattempt,6,3.0,4.0,4.0,4,4,0,0,2,1.0,0,0,9,0,0,0,9,8158,9.79075030318927,9,6,6,5622,7.4521881371038035,0.6666666666666666
9ff39953-d7ca-40e1-9824-a14c05ee91e8,10,verify,6,3.0,4.0,4.0,4,4,0,0,2,1.0,0,0,0,4,0,0,4,3688,4.3700850980822,4,6,6,5622,7.4521881371038035,0.6666666666666666
9ff39953-d7ca-40e1-9824-a14c05ee91e8,10,coarse,6,3.0,4.0,4.0,4,4,0,0,2,1.0,0,0,9,0,0,0,9,8987,7.813918175757863,9,6,6,5622,7.4521881371038035,0.6666666666666666
9ff39953-d7ca-40e1-9824-a14c05ee91e8,10,patch,6,3.0,4.0,4.0,4,4,0,0,2,1.0,0,0,0,9,0,0,2,1919,1.9851303279865533,2,6,6,5622,7.4521881371038035,0.6666666666666666
9ff39953-d7ca-40e1-9824-a14c05ee91e8,10,no_applicability,6,3.0,4.0,4.0,4,4,0,0,2,1.0,0,0,0,9,0,0,2,1919,1.9851303279865533,2,6,6,5622,7.4521881371038035,0.6666666666666666
77d32d68-40b6-4c76-8151-58b6e99bae9a,11,individual,6,2.0,4.0,4.0,5,4,0,0,2,2.0,0,0,0,0,0,0,0,0,0,0,6,6,6136,7.518008356099017,0.6666666666666666
77d32d68-40b6-4c76-8151-58b6e99bae9a,11,execute,6,2.0,4.0,4.0,5,4,0,0,2,2.0,0,0,0,4,0,0,0,0,0,0,6,6,6136,7.518008356099017,0.6666666666666666
77d32d68-40b6-4c76-8151-58b6e99bae9a,11,reattempt,6,2.0,2.0,2.0,3,2,0,0,2,2.0,0,2,9,0,0,2,9,9082,12.18998584127985,9,6,6,6136,7.518008356099017,0.3333333333333333
77d32d68-40b6-4c76-8151-58b6e99bae9a,11,verify,6,2.0,4.0,4.0,5,4,0,0,2,2.0,0,0,0,4,0,0,4,4163,7.350178439985029,4,6,6,6136,7.518008356099017,0.6666666666666666
77d32d68-40b6-4c76-8151-58b6e99bae9a,11,coarse,6,2.0,4.0,4.0,5,4,0,0,2,2.0,0,0,9,0,0,0,9,9913,10.722304897848517,9,6,6,6136,7.518008356099017,0.6666666666666666
77d32d68-40b6-4c76-8151-58b6e99bae9a,11,patch,6,2.0,4.0,4.0,5,4,0,0,2,2.0,0,0,0,9,0,0,2,2125,2.4171974739292637,2,6,6,6136,7.518008356099017,0.6666666666666666
77d32d68-40b6-4c76-8151-58b6e99bae9a,11,no_applicability,6,2.0,4.0,4.0,5,4,0,0,2,2.0,0,0,0,9,0,0,2,2125,2.4171974739292637,2,6,6,6136,7.518008356099017,0.6666666666666666
