id,comparison,metric,difference
MUL0116.json,full_history,questions,2.0
MUL0144.json,full_history,questions,1.0
MUL0197.json,full_history,questions,-2.0
MUL1202.json,full_history,questions,6.0
MUL1211.json,full_history,questions,1.0
MUL1248.json,full_history,questions,5.0
MUL1268.json,full_history,questions,2.0
MUL1276.json,full_history,questions,2.0
MUL1278.json,full_history,questions,2.0
MUL1342.json,full_history,questions,2.5
MUL1350.json,full_history,questions,1.5
MUL1351.json,full_history,questions,1.0
MUL1376.json,full_history,questions,4.0
PMUL0012.json,full_history,questions,0.0
PMUL0089.json,full_history,questions,2.0
PMUL0117.json,full_history,questions,5.0
MUL0003.json,full_history,answered_questions,4.0
MUL0011.json,full_history,answered_questions,1.0
MUL0018.json,full_history,answered_questions,2.0
MUL0034.json,full_history,answered_questions,0.0
MUL0071.json,full_history,answered_questions,-1.5
MUL0072.json,full_history,answered_questions,3.5
MUL0089.json,full_history,answered_questions,1.5
MUL0113.json,full_history,answered_questions,9.0
MUL0116.json,full_history,answered_questions,2.0
MUL0144.json,full_history,answered_questions,1.0
MUL0197.json,full_history,answered_questions,-2.0
MUL1202.json,full_history,answered_questions,6.0
MUL1211.json,full_history,answered_questions,1.0
MUL1248.json,full_history,answered_questions,5.0
MUL1268.json,full_history,answered_questions,2.0
MUL1276.json,full_history,answered_questions,2.0
MUL1278.json,full_history,answered_questions,2.0
MUL1342.json,full_history,answered_questions,2.5
MUL1350.json,full_history,answered_questions,1.5
MUL1351.json,full_history,answered_questions,1.0
MUL1376.json,full_history,answered_questions,4.0
PMUL0012.json,full_history,answered_questions,0.0
PMUL0089.json,full_history,answered_questions,2.0
PMUL0117.json,full_history,answered_questions,5.0
MUL0003.json,full_history,revalidation_reads,0.0
MUL0011.json,full_history,revalidation_reads,-8.0
MUL0018.json,full_history,revalidation_reads,-5.0
MUL0034.json,full_history,revalidation_reads,-5.0
MUL0071.json,full_history,revalidation_reads,-9.0
MUL0072.json,full_history,revalidation_reads,-1.5
MUL0089.json,full_history,revalidation_reads,-3.5
MUL0113.json,full_history,revalidation_reads,0.0
MUL0116.json,full_history,revalidation_reads,-8.0
MUL0144.json,full_history,revalidation_reads,-1.5
MUL0197.json,full_history,revalidation_reads,-6.0
MUL1202.json,full_history,revalidation_reads,0.0
MUL1211.json,full_history,revalidation_reads,-3.0
MUL1248.json,full_history,revalidation_reads,-6.0
MUL1268.json,full_history,revalidation_reads,-4.5
MUL1276.json,full_history,revalidation_reads,-6.0
MUL1278.json,full_history,revalidation_reads,-6.0
MUL1342.json,full_history,revalidation_reads,0.0
MUL1350.json,full_history,revalidation_reads,-9.5
MUL1351.json,full_history,revalidation_reads,-3.0
MUL1376.json,full_history,revalidation_reads,-7.0
PMUL0012.json,full_history,revalidation_reads,-4.0
PMUL0089.json,full_history,revalidation_reads,0.0
PMUL0117.json,full_history,revalidation_reads,-4.0
MUL0003.json,global_barrier,project_correct,0.0
MUL0011.json,global_barrier,project_correct,0.0
MUL0018.json,global_barrier,project_correct,0.0
MUL0034.json,global_barrier,project_correct,0.0
MUL0071.json,global_barrier,project_correct,0.0
MUL0072.json,global_barrier,project_correct,0.0
MUL0089.json,global_barrier,project_correct,0.0
MUL0113.json,global_barrier,project_correct,0.0
MUL0116.json,global_barrier,project_correct,0.0
MUL0144.json,global_barrier,project_correct,0.0
MUL0197.json,global_barrier,project_correct,0.0
MUL1202.json,global_barrier,project_correct,0.0
MUL1211.json,global_barrier,project_correct,0.0
MUL1248.json,global_barrier,project_correct,0.0
MUL1268.json,global_barrier,project_correct,0.0
MUL1276.json,global_barrier,project_correct,0.0
MUL1278.json,global_barrier,project_correct,0.0
MUL1342.json,global_barrier,project_correct,0.0
MUL1350.json,global_barrier,project_correct,0.0
MUL1351.json,global_barrier,project_correct,0.0
MUL1376.json,global_barrier,project_correct,0.0
PMUL0012.json,global_barrier,project_correct,0.0
PMUL0089.json,global_barrier,project_correct,0.0
PMUL0117.json,global_barrier,project_correct,0.0
MUL0003.json,global_barrier,artifact_accuracy,0.0
MUL0011.json,global_barrier,artifact_accuracy,0.0
MUL0018.json,global_barrier,artifact_accuracy,0.0
MUL0034.json,global_barrier,artifact_accuracy,0.0
MUL0071.json,global_barrier,artifact_accuracy,0.0
MUL0072.json,global_barrier,artifact_accuracy,0.0
MUL0089.json,global_barrier,artifact_accuracy,0.0
MUL0113.json,global_barrier,artifact_accuracy,0.0
MUL0116.json,global_barrier,artifact_accuracy,0.0
MUL0144.json,global_barrier,artifact_accuracy,0.0
MUL0197.json,global_barrier,artifact_accuracy,0.0
MUL1202.json,global_barrier,artifact_accuracy,0.0
MUL1211.json,global_barrier,artifact_accuracy,0.0
MUL1248.json,global_barrier,artifact_accuracy,0.0
MUL1268.json,global_barrier,artifact_accuracy,0.0
MUL1276.json,global_barrier,artifact_accuracy,0.0
MUL1278.json,global_barrier,artifact_accuracy,0.0
MUL1342.json,global_barrier,artifact_accuracy,0.0
MUL1350.json,global_barrier,artifact_accuracy,0.0
MUL1351.json,global_barrier,artifact_accuracy,0.0
MUL1376.json,global_barrier,artifact_accuracy,0.0
PMUL0012.json,global_barrier,artifact_accuracy,0.0
PMUL0089.json,global_barrier,artifact_accuracy,0.0
PMUL0117.json,global_barrier,artifact_accuracy,0.0
MUL0003.json,global_barrier,questions,0.0
MUL0011.json,global_barrier,questions,0.0
MUL0018.json,global_barrier,questions,0.0
MUL0034.json,global_barrier,questions,0.0
MUL0071.json,global_barrier,questions,0.0
MUL0072.json,global_barrier,questions,0.0
MUL0089.json,global_barrier,questions,0.0
MUL0113.json,global_barrier,questions,0.0
MUL0116.json,global_barrier,questions,0.0
MUL0144.json,global_barrier,questions,0.0
MUL0197.json,global_barrier,questions,0.0
MUL1202.json,global_barrier,questions,0.0
MUL1211.json,global_barrier,questions,0.0
MUL1248.json,global_barrier,questions,0.0
MUL1268.json,global_barrier,questions,0.0
MUL1276.json,global_barrier,questions,0.0
MUL1278.json,global_barrier,questions,0.0
MUL1342.json,global_barrier,questions,0.0
MUL1350.json,global_barrier,questions,0.0
MUL1351.json,global_barrier,questions,0.0
MUL1376.json,global_barrier,questions,0.0
PMUL0012.json,global_barrier,questions,0.0
PMUL0089.json,global_barrier,questions,0.0
PMUL0117.json,global_barrier,questions,0.0
MUL0003.json,global_barrier,answered_questions,0.0
MUL0011.json,global_barrier,answered_questions,0.0
MUL0018.json,global_barrier,answered_questions,0.0
MUL0034.json,global_barrier,answered_questions,0.0
MUL0071.json,global_barrier,answered_questions,0.0
MUL0072.json,global_barrier,answered_questions,0.0
MUL0089.json,global_barrier,answered_questions,0.0
MUL0113.json,global_barrier,answered_questions,0.0
MUL0116.json,global_barrier,answered_questions,0.0
MUL0144.json,global_barrier,answered_questions,0.0
MUL0197.json,global_barrier,answered_questions,0.0
MUL1202.json,global_barrier,answered_questions,0.0
MUL1211.json,global_barrier,answered_questions,0.0
MUL1248.json,global_barrier,answered_questions,0.0
MUL1268.json,global_barrier,answered_questions,0.0
MUL1276.json,global_barrier,answered_questions,0.0
MUL1278.json,global_barrier,answered_questions,0.0
MUL1342.json,global_barrier,answered_questions,0.0
MUL1350.json,global_barrier,answered_questions,0.0
MUL1351.json,global_barrier,answered_questions,0.0
MUL1376.json,global_barrier,answered_questions,0.0
PMUL0012.json,global_barrier,answered_questions,0.0
PMUL0089.json,global_barrier,answered_questions,0.0
PMUL0117.json,global_barrier,answered_questions,0.0
MUL0003.json,global_barrier,revalidation_reads,0.0
MUL0011.json,global_barrier,revalidation_reads,-8.0
MUL0018.json,global_barrier,revalidation_reads,-5.0
MUL0034.json,global_barrier,revalidation_reads,-5.0
MUL0071.json,global_barrier,revalidation_reads,-9.0
MUL0072.json,global_barrier,revalidation_reads,-1.5
MUL0089.json,global_barrier,revalidation_reads,-3.5
MUL0113.json,global_barrier,revalidation_reads,0.0
MUL0116.json,global_barrier,revalidation_reads,-8.0
MUL0144.json,global_barrier,revalidation_reads,-1.5
MUL0197.json,global_barrier,revalidation_reads,-6.0
MUL1202.json,global_barrier,revalidation_reads,0.0
MUL1211.json,global_barrier,revalidation_reads,-3.0
MUL1248.json,global_barrier,revalidation_reads,-6.0
MUL1268.json,global_barrier,revalidation_reads,-4.5
MUL1276.json,global_barrier,revalidation_reads,-6.0
MUL1278.json,global_barrier,revalidation_reads,-6.0
MUL1342.json,global_barrier,revalidation_reads,0.0
MUL1350.json,global_barrier,revalidation_reads,-9.5
MUL1351.json,global_barrier,revalidation_reads,-3.0
MUL1376.json,global_barrier,revalidation_reads,-7.0
PMUL0012.json,global_barrier,revalidation_reads,-4.0
PMUL0089.json,global_barrier,revalidation_reads,0.0
PMUL0117.json,global_barrier,revalidation_reads,-4.0
MUL0003.json,records_read,project_correct,0.0
MUL0011.json,records_read,project_correct,0.0
MUL0018.json,records_read,project_correct,0.0
MUL0034.json,records_read,project_correct,0.0
MUL0071.json,records_read,project_correct,1.0
MUL0072.json,records_read,project_correct,1.0
MUL0089.json,records_read,project_correct,0.0
MUL0113.json,records_read,project_correct,0.0
MUL0116.json,records_read,project_correct,0.0
MUL0144.json,records_read,project_correct,-0.5
MUL0197.json,records_read,project_correct,0.0
MUL1202.json,records_read,project_correct,1.0
MUL1211.json,records_read,project_correct,1.0
MUL1248.json,records_read,project_correct,1.0
MUL1268.json,records_read,project_correct,1.0
MUL1276.json,records_read,project_correct,0.0
MUL1278.json,records_read,project_correct,0.0
MUL1342.json,records_read,project_correct,1.0
MUL1350.json,records_read,project_correct,0.0
MUL1351.json,records_read,project_correct,1.0
MUL1376.json,records_read,project_correct,0.0
PMUL0012.json,records_read,project_correct,1.0
PMUL0089.json,records_read,project_correct,1.0
PMUL0117.json,records_read,project_correct,1.0
MUL0003.json,records_read,artifact_accuracy,0.0
MUL0011.json,records_read,artifact_accuracy,0.0
MUL0018.json,records_read,artifact_accuracy,0.0
MUL0034.json,records_read,artifact_accuracy,0.0
MUL0071.json,records_read,artifact_accuracy,0.6666666666666667
MUL0072.json,records_read,artifact_accuracy,0.33333333333333337
MUL0089.json,records_read,artifact_accuracy,0.0
MUL0113.json,records_read,artifact_accuracy,0.0
MUL0116.json,records_read,artifact_accuracy,0.0
MUL0144.json,records_read,artifact_accuracy,-0.25
MUL0197.json,records_read,artifact_accuracy,0.0
MUL1202.json,records_read,artifact_accuracy,0.33333333333333337
MUL1211.json,records_read,artifact_accuracy,0.33333333333333337
MUL1248.json,records_read,artifact_accuracy,0.33333333333333337
MUL1268.json,records_read,artifact_accuracy,0.33333333333333337
MUL1276.json,records_read,artifact_accuracy,0.0
MUL1278.json,records_read,artifact_accuracy,0.0
MUL1342.json,records_read,artifact_accuracy,0.33333333333333337
MUL1350.json,records_read,artifact_accuracy,0.0
MUL1351.json,records_read,artifact_accuracy,0.33333333333333337
MUL1376.json,records_read,artifact_accuracy,0.16666666666666666
PMUL0012.json,records_read,artifact_accuracy,0.6
PMUL0089.json,records_read,artifact_accuracy,0.6666666666666667
PMUL0117.json,records_read,artifact_accuracy,0.33333333333333337
MUL0003.json,records_read,questions,3.0
MUL0011.json,records_read,questions,1.0
MUL0018.json,records_read,questions,1.0
MUL0034.json,records_read,questions,0.0
MUL0071.json,records_read,questions,1.5
MUL0072.json,records_read,questions,3.0
MUL0089.json,records_read,questions,1.5
MUL0113.json,records_read,questions,3.0
MUL0116.json,records_read,questions,1.0
MUL0144.json,records_read,questions,0.0
MUL0197.json,records_read,questions,0.0
MUL1202.json,records_read,questions,1.0
MUL1211.json,records_read,questions,1.0
MUL1248.json,records_read,questions,3.0
MUL1268.json,records_read,questions,0.5
MUL1276.json,records_read,questions,0.0
MUL1278.json,records_read,questions,2.0
MUL1342.json,records_read,questions,2.0
MUL1350.json,records_read,questions,0.5
MUL1351.json,records_read,questions,1.0
MUL1376.json,records_read,questions,2.0
PMUL0012.json,records_read,questions,0.0
PMUL0089.json,records_read,questions,0.0
PMUL0117.json,records_read,questions,3.0
MUL0003.json,records_read,answered_questions,3.0
MUL0011.json,records_read,answered_questions,1.0
MUL0018.json,records_read,answered_questions,1.0
MUL0034.json,records_read,answered_questions,0.0
MUL0071.json,records_read,answered_questions,1.5
MUL0072.json,records_read,answered_questions,3.0
MUL0089.json,records_read,answered_questions,1.5
MUL0113.json,records_read,answered_questions,3.0
MUL0116.json,records_read,answered_questions,1.0
MUL0144.json,records_read,answered_questions,0.0
MUL0197.json,records_read,answered_questions,0.0
MUL1202.json,records_read,answered_questions,1.0
MUL1211.json,records_read,answered_questions,1.0
MUL1248.json,records_read,answered_questions,3.0
MUL1268.json,records_read,answered_questions,0.5
MUL1276.json,records_read,answered_questions,0.0
MUL1278.json,records_read,answered_questions,2.0
MUL1342.json,records_read,answered_questions,2.0
MUL1350.json,records_read,answered_questions,0.5
MUL1351.json,records_read,answered_questions,1.0
MUL1376.json,records_read,answered_questions,2.0
PMUL0012.json,records_read,answered_questions,0.0
PMUL0089.json,records_read,answered_questions,0.0
PMUL0117.json,records_read,answered_questions,3.0
MUL0003.json,records_read,revalidation_reads,7.0
MUL0011.json,records_read,revalidation_reads,3.0
MUL0018.json,records_read,revalidation_reads,3.0
MUL0034.json,records_read,revalidation_reads,0.0
MUL0071.json,records_read,revalidation_reads,7.0
MUL0072.json,records_read,revalidation_reads,9.5
MUL0089.json,records_read,revalidation_reads,4.5
MUL0113.json,records_read,revalidation_reads,15.0
MUL0116.json,records_read,revalidation_reads,7.0
MUL0144.json,records_read,revalidation_reads,4.5
MUL0197.json,records_read,revalidation_reads,0.0
MUL1202.json,records_read,revalidation_reads,5.0
MUL1211.json,records_read,revalidation_reads,5.0
MUL1248.json,records_read,revalidation_reads,9.0
MUL1268.json,records_read,revalidation_reads,3.5
MUL1276.json,records_read,revalidation_reads,0.0
MUL1278.json,records_read,revalidation_reads,6.0
MUL1342.json,records_read,revalidation_reads,8.0
MUL1350.json,records_read,revalidation_reads,2.5
MUL1351.json,records_read,revalidation_reads,5.0
MUL1376.json,records_read,revalidation_reads,8.0
PMUL0012.json,records_read,revalidation_reads,3.0
PMUL0089.json,records_read,revalidation_reads,7.0
PMUL0117.json,records_read,revalidation_reads,8.0
