family,budget,baseline,loss_difference,wins,ties,losses,instances
grid_full_arity_2,unlimited,completion,0.0,0,12,0,12
grid_full_arity_2,unlimited,generic2,0.0,0,12,0,12
grid_full_arity_2,unlimited,depth3,0.0,0,12,0,12
grid_full_arity_2,unlimited,no_scope,0.0,0,12,0,12
grid_full_arity_2,unlimited,request_specific,0.0,0,12,0,12
grid_full_arity_2,unlimited,memory,-4.0,12,0,0,12
grid_full_arity_3,0.0,depth1,0.0,0,12,0,12
grid_full_arity_3,0.0,completion,0.0,0,12,0,12
grid_full_arity_3,0.0,generic2,0.0,0,12,0,12
grid_full_arity_3,0.0,depth3,0.0,0,12,0,12
grid_full_arity_3,0.0,no_scope,0.0,0,12,0,12
grid_full_arity_3,0.0,request_specific,0.0,0,12,0,12
grid_full_arity_3,0.0,memory,0.0,0,12,0,12
grid_full_arity_3,1.0,depth1,0.0,0,12,0,12
grid_full_arity_3,1.0,completion,0.0,0,12,0,12
grid_full_arity_3,1.0,generic2,0.0,0,12,0,12
grid_full_arity_3,1.0,depth3,0.0,0,12,0,12
grid_full_arity_3,1.0,no_scope,0.0,0,12,0,12
grid_full_arity_3,1.0,request_specific,0.0,0,12,0,12
grid_full_arity_3,1.0,memory,-1.0,12,0,0,12
grid_full_arity_3,2.0,depth1,0.0,0,12,0,12
grid_full_arity_3,2.0,completion,0.0,0,12,0,12
grid_full_arity_3,2.0,generic2,0.0,0,12,0,12
grid_full_arity_3,2.0,depth3,0.0,0,12,0,12
grid_full_arity_3,2.0,no_scope,0.0,0,12,0,12
grid_full_arity_3,2.0,request_specific,0.0,0,12,0,12
grid_full_arity_3,2.0,memory,-1.0,12,0,0,12
grid_full_arity_3,4.0,depth1,0.0,0,12,0,12
grid_full_arity_3,4.0,completion,3.0,0,0,12,12
grid_full_arity_3,4.0,generic2,0.0,0,12,0,12
grid_full_arity_3,4.0,depth3,3.0,0,0,12,12
grid_full_arity_3,4.0,no_scope,0.0,0,12,0,12
grid_full_arity_3,4.0,request_specific,0.0,0,12,0,12
grid_full_arity_3,4.0,memory,-1.0,12,0,0,12
grid_full_arity_3,6.0,depth1,0.0,0,12,0,12
grid_full_arity_3,6.0,completion,3.0,0,0,12,12
grid_full_arity_3,6.0,generic2,0.0,0,12,0,12
grid_full_arity_3,6.0,depth3,3.0,0,0,12,12
grid_full_arity_3,6.0,no_scope,0.0,0,12,0,12
grid_full_arity_3,6.0,request_specific,0.0,0,12,0,12
grid_full_arity_3,6.0,memory,-1.0,12,0,0,12
grid_full_arity_3,unlimited,depth1,0.0,0,12,0,12
grid_full_arity_3,unlimited,completion,3.0,0,0,12,12
grid_full_arity_3,unlimited,generic2,0.0,0,12,0,12
grid_full_arity_3,unlimited,depth3,3.0,0,0,12,12
grid_full_arity_3,unlimited,no_scope,0.0,0,12,0,12
grid_full_arity_3,unlimited,request_specific,0.0,0,12,0,12
grid_full_arity_3,unlimited,memory,-1.0,12,0,0,12
grid_none_arity_1,0.0,depth1,0.0,0,12,0,12
grid_none_arity_1,0.0,completion,0.0,0,12,0,12
grid_none_arity_1,0.0,generic2,0.0,0,12,0,12
grid_none_arity_1,0.0,depth3,0.0,0,12,0,12
grid_none_arity_1,0.0,no_scope,0.0,0,12,0,12
grid_none_arity_1,0.0,request_specific,0.0,0,12,0,12
grid_none_arity_1,0.0,memory,0.0,0,12,0,12
grid_none_arity_1,1.0,depth1,0.0,0,12,0,12
grid_none_arity_1,1.0,completion,0.0,0,12,0,12
grid_none_arity_1,1.0,generic2,0.0,0,12,0,12
grid_none_arity_1,1.0,depth3,0.0,0,12,0,12
grid_none_arity_1,1.0,no_scope,0.0,0,12,0,12
grid_none_arity_1,1.0,request_specific,0.0,0,12,0,12
grid_none_arity_1,1.0,memory,-1.0,12,0,0,12
grid_none_arity_1,2.0,depth1,0.0,0,12,0,12
grid_none_arity_1,2.0,completion,0.0,0,12,0,12
grid_none_arity_1,2.0,generic2,0.0,0,12,0,12
grid_none_arity_1,2.0,depth3,0.0,0,12,0,12
grid_none_arity_1,2.0,no_scope,0.0,0,12,0,12
grid_none_arity_1,2.0,request_specific,0.0,0,12,0,12
grid_none_arity_1,2.0,memory,-2.0,12,0,0,12
grid_none_arity_1,4.0,depth1,0.0,0,12,0,12
grid_none_arity_1,4.0,completion,0.0,0,12,0,12
grid_none_arity_1,4.0,generic2,0.0,0,12,0,12
grid_none_arity_1,4.0,depth3,0.0,0,12,0,12
grid_none_arity_1,4.0,no_scope,0.0,0,12,0,12
grid_none_arity_1,4.0,request_specific,0.0,0,12,0,12
grid_none_arity_1,4.0,memory,-4.0,12,0,0,12
grid_none_arity_1,6.0,depth1,0.0,0,12,0,12
grid_none_arity_1,6.0,completion,0.0,0,12,0,12
grid_none_arity_1,6.0,generic2,0.0,0,12,0,12
grid_none_arity_1,6.0,depth3,0.0,0,12,0,12
grid_none_arity_1,6.0,no_scope,0.0,0,12,0,12
grid_none_arity_1,6.0,request_specific,0.0,0,12,0,12
grid_none_arity_1,6.0,memory,-4.0,12,0,0,12
grid_none_arity_1,unlimited,depth1,0.0,0,12,0,12
grid_none_arity_1,unlimited,completion,0.0,0,12,0,12
grid_none_arity_1,unlimited,generic2,0.0,0,12,0,12
grid_none_arity_1,unlimited,depth3,0.0,0,12,0,12
grid_none_arity_1,unlimited,no_scope,0.0,0,12,0,12
grid_none_arity_1,unlimited,request_specific,0.0,0,12,0,12
grid_none_arity_1,unlimited,memory,-4.0,12,0,0,12
grid_none_arity_2,0.0,depth1,0.0,0,12,0,12
grid_none_arity_2,0.0,completion,0.0,0,12,0,12
grid_none_arity_2,0.0,generic2,0.0,0,12,0,12
grid_none_arity_2,0.0,depth3,0.0,0,12,0,12
grid_none_arity_2,0.0,no_scope,0.0,0,12,0,12
grid_none_arity_2,0.0,request_specific,0.0,0,12,0,12
grid_none_arity_2,0.0,memory,0.0,0,12,0,12
grid_none_arity_2,1.0,depth1,0.0,0,12,0,12
grid_none_arity_2,1.0,completion,0.0,0,12,0,12
grid_none_arity_2,1.0,generic2,0.0,0,12,0,12
grid_none_arity_2,1.0,depth3,0.0,0,12,0,12
grid_none_arity_2,1.0,no_scope,0.0,0,12,0,12
grid_none_arity_2,1.0,request_specific,0.0,0,12,0,12
grid_none_arity_2,1.0,memory,-1.0,12,0,0,12
grid_none_arity_2,2.0,depth1,0.0,0,12,0,12
grid_none_arity_2,2.0,completion,0.0,0,12,0,12
grid_none_arity_2,2.0,generic2,0.0,0,12,0,12
grid_none_arity_2,2.0,depth3,0.0,0,12,0,12
grid_none_arity_2,2.0,no_scope,0.0,0,12,0,12
grid_none_arity_2,2.0,request_specific,0.0,0,12,0,12
grid_none_arity_2,2.0,memory,-1.0,12,0,0,12
grid_none_arity_2,4.0,depth1,-1.0,12,0,0,12
grid_none_arity_2,4.0,completion,0.0,0,12,0,12
grid_none_arity_2,4.0,generic2,0.0,0,12,0,12
grid_none_arity_2,4.0,depth3,0.0,0,12,0,12
grid_none_arity_2,4.0,no_scope,0.0,0,12,0,12
grid_none_arity_2,4.0,request_specific,0.0,0,12,0,12
grid_none_arity_2,4.0,memory,-2.0,12,0,0,12
grid_none_arity_2,6.0,depth1,-2.0,12,0,0,12
grid_none_arity_2,6.0,completion,0.0,0,12,0,12
grid_none_arity_2,6.0,generic2,0.0,0,12,0,12
grid_none_arity_2,6.0,depth3,0.0,0,12,0,12
grid_none_arity_2,6.0,no_scope,0.0,0,12,0,12
grid_none_arity_2,6.0,request_specific,0.0,0,12,0,12
grid_none_arity_2,6.0,memory,-3.0,12,0,0,12
grid_none_arity_2,unlimited,depth1,-3.0,12,0,0,12
grid_none_arity_2,unlimited,completion,0.0,0,12,0,12
grid_none_arity_2,unlimited,generic2,0.0,0,12,0,12
grid_none_arity_2,unlimited,depth3,0.0,0,12,0,12
grid_none_arity_2,unlimited,no_scope,0.0,0,12,0,12
grid_none_arity_2,unlimited,request_specific,0.0,0,12,0,12
grid_none_arity_2,unlimited,memory,-4.0,12,0,0,12
grid_none_arity_3,0.0,depth1,0.0,0,12,0,12
grid_none_arity_3,0.0,completion,0.0,0,12,0,12
grid_none_arity_3,0.0,generic2,0.0,0,12,0,12
grid_none_arity_3,0.0,depth3,0.0,0,12,0,12
grid_none_arity_3,0.0,no_scope,0.0,0,12,0,12
grid_none_arity_3,0.0,request_specific,0.0,0,12,0,12
grid_none_arity_3,0.0,memory,0.0,0,12,0,12
grid_none_arity_3,1.0,depth1,0.0,0,12,0,12
grid_none_arity_3,1.0,completion,0.0,0,12,0,12
grid_none_arity_3,1.0,generic2,0.0,0,12,0,12
grid_none_arity_3,1.0,depth3,0.0,0,12,0,12
grid_none_arity_3,1.0,no_scope,0.0,0,12,0,12
grid_none_arity_3,1.0,request_specific,0.0,0,12,0,12
grid_none_arity_3,1.0,memory,-1.0,12,0,0,12
grid_none_arity_3,2.0,depth1,0.0,0,12,0,12
grid_none_arity_3,2.0,completion,0.0,0,12,0,12
grid_none_arity_3,2.0,generic2,0.0,0,12,0,12
grid_none_arity_3,2.0,depth3,0.0,0,12,0,12
grid_none_arity_3,2.0,no_scope,0.0,0,12,0,12
grid_none_arity_3,2.0,request_specific,0.0,0,12,0,12
grid_none_arity_3,2.0,memory,-1.0,12,0,0,12
grid_none_arity_3,4.0,depth1,0.0,0,12,0,12
grid_none_arity_3,4.0,completion,1.0,0,0,12,12
grid_none_arity_3,4.0,generic2,0.0,0,12,0,12
grid_none_arity_3,4.0,depth3,1.0,0,0,12,12
grid_none_arity_3,4.0,no_scope,0.0,0,12,0,12
grid_none_arity_3,4.0,request_specific,0.0,0,12,0,12
grid_none_arity_3,4.0,memory,-1.0,12,0,0,12
grid_none_arity_3,6.0,depth1,0.0,0,12,0,12
grid_none_arity_3,6.0,completion,1.0,0,0,12,12
grid_none_arity_3,6.0,generic2,0.0,0,12,0,12
grid_none_arity_3,6.0,depth3,1.0,0,0,12,12
grid_none_arity_3,6.0,no_scope,0.0,0,12,0,12
grid_none_arity_3,6.0,request_specific,0.0,0,12,0,12
grid_none_arity_3,6.0,memory,-1.0,12,0,0,12
grid_none_arity_3,unlimited,depth1,0.0,0,12,0,12
grid_none_arity_3,unlimited,completion,3.0,0,0,12,12
grid_none_arity_3,unlimited,generic2,0.0,0,12,0,12
grid_none_arity_3,unlimited,depth3,3.0,0,0,12,12
grid_none_arity_3,unlimited,no_scope,0.0,0,12,0,12
grid_none_arity_3,unlimited,request_specific,0.0,0,12,0,12
grid_none_arity_3,unlimited,memory,-1.0,12,0,0,12
grid_one_arity_1,0.0,depth1,0.0,0,12,0,12
grid_one_arity_1,0.0,completion,0.0,0,12,0,12
grid_one_arity_1,0.0,generic2,0.0,0,12,0,12
grid_one_arity_1,0.0,depth3,0.0,0,12,0,12
grid_one_arity_1,0.0,no_scope,0.0,0,12,0,12
grid_one_arity_1,0.0,request_specific,0.0,0,12,0,12
grid_one_arity_1,0.0,memory,0.0,0,12,0,12
grid_one_arity_1,1.0,depth1,0.0,0,12,0,12
grid_one_arity_1,1.0,completion,0.0,0,12,0,12
grid_one_arity_1,1.0,generic2,0.0,0,12,0,12
grid_one_arity_1,1.0,depth3,0.0,0,12,0,12
grid_one_arity_1,1.0,no_scope,0.0,0,12,0,12
grid_one_arity_1,1.0,request_specific,-2.0,12,0,0,12
grid_one_arity_1,1.0,memory,-3.0,12,0,0,12
grid_one_arity_1,2.0,depth1,0.0,0,12,0,12
grid_one_arity_1,2.0,completion,0.0,0,12,0,12
grid_one_arity_1,2.0,generic2,0.0,0,12,0,12
grid_one_arity_1,2.0,depth3,0.0,0,12,0,12
grid_one_arity_1,2.0,no_scope,0.0,0,12,0,12
grid_one_arity_1,2.0,request_specific,-2.0,12,0,0,12
grid_one_arity_1,2.0,memory,-4.0,12,0,0,12
grid_one_arity_1,4.0,depth1,0.0,0,12,0,12
grid_one_arity_1,4.0,completion,0.0,0,12,0,12
grid_one_arity_1,4.0,generic2,0.0,0,12,0,12
grid_one_arity_1,4.0,depth3,0.0,0,12,0,12
grid_one_arity_1,4.0,no_scope,0.0,0,12,0,12
grid_one_arity_1,4.0,request_specific,0.0,0,12,0,12
grid_one_arity_1,4.0,memory,-4.0,12,0,0,12
grid_one_arity_1,6.0,depth1,0.0,0,12,0,12
grid_one_arity_1,6.0,completion,0.0,0,12,0,12
grid_one_arity_1,6.0,generic2,0.0,0,12,0,12
grid_one_arity_1,6.0,depth3,0.0,0,12,0,12
grid_one_arity_1,6.0,no_scope,0.0,0,12,0,12
grid_one_arity_1,6.0,request_specific,0.0,0,12,0,12
grid_one_arity_1,6.0,memory,-4.0,12,0,0,12
grid_one_arity_1,unlimited,depth1,0.0,0,12,0,12
grid_one_arity_1,unlimited,completion,0.0,0,12,0,12
grid_one_arity_1,unlimited,generic2,0.0,0,12,0,12
grid_one_arity_1,unlimited,depth3,0.0,0,12,0,12
grid_one_arity_1,unlimited,no_scope,0.0,0,12,0,12
grid_one_arity_1,unlimited,request_specific,0.0,0,12,0,12
grid_one_arity_1,unlimited,memory,-4.0,12,0,0,12
grid_one_arity_2,0.0,depth1,0.0,0,12,0,12
grid_one_arity_2,0.0,completion,0.0,0,12,0,12
grid_one_arity_2,0.0,generic2,0.0,0,12,0,12
grid_one_arity_2,0.0,depth3,0.0,0,12,0,12
grid_one_arity_2,0.0,no_scope,0.0,0,12,0,12
grid_one_arity_2,0.0,request_specific,0.0,0,12,0,12
grid_one_arity_2,0.0,memory,0.0,0,12,0,12
grid_one_arity_2,1.0,depth1,0.0,0,12,0,12
grid_one_arity_2,1.0,completion,0.0,0,12,0,12
grid_one_arity_2,1.0,generic2,0.0,0,12,0,12
grid_one_arity_2,1.0,depth3,0.0,0,12,0,12
grid_one_arity_2,1.0,no_scope,0.0,0,12,0,12
grid_one_arity_2,1.0,request_specific,0.0,0,12,0,12
grid_one_arity_2,1.0,memory,-1.0,12,0,0,12
grid_one_arity_2,2.0,depth1,0.0,0,12,0,12
grid_one_arity_2,2.0,completion,0.0,0,12,0,12
grid_one_arity_2,2.0,generic2,0.0,0,12,0,12
grid_one_arity_2,2.0,depth3,0.0,0,12,0,12
grid_one_arity_2,2.0,no_scope,0.0,0,12,0,12
grid_one_arity_2,2.0,request_specific,0.0,0,12,0,12
grid_one_arity_2,2.0,memory,-1.0,12,0,0,12
grid_one_arity_2,4.0,depth1,-2.0,12,0,0,12
grid_one_arity_2,4.0,completion,0.0,0,12,0,12
grid_one_arity_2,4.0,generic2,0.0,0,12,0,12
grid_one_arity_2,4.0,depth3,0.0,0,12,0,12
grid_one_arity_2,4.0,no_scope,0.0,0,12,0,12
grid_one_arity_2,4.0,request_specific,-1.0,12,0,0,12
grid_one_arity_2,4.0,memory,-3.0,12,0,0,12
grid_one_arity_2,6.0,depth1,-3.0,12,0,0,12
grid_one_arity_2,6.0,completion,0.0,0,12,0,12
grid_one_arity_2,6.0,generic2,0.0,0,12,0,12
grid_one_arity_2,6.0,depth3,0.0,0,12,0,12
grid_one_arity_2,6.0,no_scope,0.0,0,12,0,12
grid_one_arity_2,6.0,request_specific,-1.0,12,0,0,12
grid_one_arity_2,6.0,memory,-4.0,12,0,0,12
grid_one_arity_2,unlimited,depth1,-3.0,12,0,0,12
grid_one_arity_2,unlimited,completion,0.0,0,12,0,12
grid_one_arity_2,unlimited,generic2,0.0,0,12,0,12
grid_one_arity_2,unlimited,depth3,0.0,0,12,0,12
grid_one_arity_2,unlimited,no_scope,0.0,0,12,0,12
grid_one_arity_2,unlimited,request_specific,0.0,0,12,0,12
grid_one_arity_2,unlimited,memory,-4.0,12,0,0,12
grid_one_arity_3,0.0,depth1,0.0,0,12,0,12
grid_one_arity_3,0.0,completion,0.0,0,12,0,12
grid_one_arity_3,0.0,generic2,0.0,0,12,0,12
grid_one_arity_3,0.0,depth3,0.0,0,12,0,12
grid_one_arity_3,0.0,no_scope,0.0,0,12,0,12
grid_one_arity_3,0.0,request_specific,0.0,0,12,0,12
grid_one_arity_3,0.0,memory,0.0,0,12,0,12
grid_one_arity_3,1.0,depth1,0.0,0,12,0,12
grid_one_arity_3,1.0,completion,0.0,0,12,0,12
grid_one_arity_3,1.0,generic2,0.0,0,12,0,12
grid_one_arity_3,1.0,depth3,0.0,0,12,0,12
grid_one_arity_3,1.0,no_scope,0.0,0,12,0,12
grid_one_arity_3,1.0,request_specific,0.0,0,12,0,12
grid_one_arity_3,1.0,memory,-1.0,12,0,0,12
grid_one_arity_3,2.0,depth1,0.0,0,12,0,12
grid_one_arity_3,2.0,completion,0.0,0,12,0,12
grid_one_arity_3,2.0,generic2,0.0,0,12,0,12
grid_one_arity_3,2.0,depth3,0.0,0,12,0,12
grid_one_arity_3,2.0,no_scope,0.0,0,12,0,12
grid_one_arity_3,2.0,request_specific,0.0,0,12,0,12
grid_one_arity_3,2.0,memory,-1.0,12,0,0,12
grid_one_arity_3,4.0,depth1,0.0,0,12,0,12
grid_one_arity_3,4.0,completion,1.0,0,0,12,12
grid_one_arity_3,4.0,generic2,0.0,0,12,0,12
grid_one_arity_3,4.0,depth3,1.0,0,0,12,12
grid_one_arity_3,4.0,no_scope,0.0,0,12,0,12
grid_one_arity_3,4.0,request_specific,0.0,0,12,0,12
grid_one_arity_3,4.0,memory,-1.0,12,0,0,12
grid_one_arity_3,6.0,depth1,0.0,0,12,0,12
grid_one_arity_3,6.0,completion,2.0,0,0,12,12
grid_one_arity_3,6.0,generic2,0.0,0,12,0,12
grid_one_arity_3,6.0,depth3,2.0,0,0,12,12
grid_one_arity_3,6.0,no_scope,0.0,0,12,0,12
grid_one_arity_3,6.0,request_specific,0.0,0,12,0,12
grid_one_arity_3,6.0,memory,-1.0,12,0,0,12
grid_one_arity_3,unlimited,depth1,0.0,0,12,0,12
grid_one_arity_3,unlimited,completion,3.0,0,0,12,12
grid_one_arity_3,unlimited,generic2,0.0,0,12,0,12
grid_one_arity_3,unlimited,depth3,3.0,0,0,12,12
grid_one_arity_3,unlimited,no_scope,0.0,0,12,0,12
grid_one_arity_3,unlimited,request_specific,0.0,0,12,0,12
grid_one_arity_3,unlimited,memory,-1.0,12,0,0,12
independent,0.0,depth1,0.0,0,20,0,20
independent,0.0,completion,0.0,0,20,0,20
independent,0.0,generic2,0.0,0,20,0,20
independent,0.0,depth3,0.0,0,20,0,20
independent,0.0,no_scope,0.0,0,20,0,20
independent,0.0,request_specific,0.0,0,20,0,20
independent,0.0,memory,0.0,0,20,0,20
independent,1.0,depth1,0.0,0,20,0,20
independent,1.0,completion,0.0,0,20,0,20
independent,1.0,generic2,0.0,0,20,0,20
independent,1.0,depth3,0.0,0,20,0,20
independent,1.0,no_scope,0.0,0,20,0,20
independent,1.0,request_specific,0.0,0,20,0,20
independent,1.0,memory,-1.0,20,0,0,20
independent,2.0,depth1,0.0,0,20,0,20
independent,2.0,completion,0.0,0,20,0,20
independent,2.0,generic2,0.0,0,20,0,20
independent,2.0,depth3,0.0,0,20,0,20
independent,2.0,no_scope,0.0,0,20,0,20
independent,2.0,request_specific,0.0,0,20,0,20
independent,2.0,memory,-1.95,20,0,0,20
independent,4.0,depth1,0.0,0,20,0,20
independent,4.0,completion,0.0,0,20,0,20
independent,4.0,generic2,0.0,0,20,0,20
independent,4.0,depth3,0.0,0,20,0,20
independent,4.0,no_scope,0.0,0,20,0,20
independent,4.0,request_specific,0.0,0,20,0,20
independent,4.0,memory,-3.65,20,0,0,20
independent,6.0,depth1,0.0,0,20,0,20
independent,6.0,completion,0.0,0,20,0,20
independent,6.0,generic2,0.0,0,20,0,20
independent,6.0,depth3,0.0,0,20,0,20
independent,6.0,no_scope,0.0,0,20,0,20
independent,6.0,request_specific,0.0,0,20,0,20
independent,6.0,memory,-3.65,20,0,0,20
independent,unlimited,depth1,0.0,0,20,0,20
independent,unlimited,completion,0.0,0,20,0,20
independent,unlimited,generic2,0.0,0,20,0,20
independent,unlimited,depth3,0.0,0,20,0,20
independent,unlimited,no_scope,0.0,0,20,0,20
independent,unlimited,request_specific,0.0,0,20,0,20
independent,unlimited,memory,-3.65,20,0,0,20
large_generic_trap,0.0,depth1,0.0,0,20,0,20
large_generic_trap,0.0,completion,0.0,0,20,0,20
large_generic_trap,0.0,generic2,0.0,0,20,0,20
large_generic_trap,0.0,depth3,0.0,0,20,0,20
large_generic_trap,0.0,no_scope,0.0,0,20,0,20
large_generic_trap,0.0,request_specific,0.0,0,20,0,20
large_generic_trap,0.0,memory,0.0,0,20,0,20
large_generic_trap,1.0,depth1,0.0,0,20,0,20
large_generic_trap,1.0,completion,0.0,0,20,0,20
large_generic_trap,1.0,generic2,0.0,0,20,0,20
large_generic_trap,1.0,depth3,0.0,0,20,0,20
large_generic_trap,1.0,no_scope,0.0,0,20,0,20
large_generic_trap,1.0,request_specific,0.0,0,20,0,20
large_generic_trap,1.0,memory,-1.0,20,0,0,20
large_generic_trap,2.0,depth1,-1.8000000000000014,20,0,0,20
large_generic_trap,2.0,completion,-1.8000000000000014,20,0,0,20
