context,rep,method,step,donor,recipient,donor_initial_correct,donor_current_correct,help,harm,scale_fixed,scale_harmed,relation
dc9d58a4e24a74d52f719372c1a16e7f,1,fixed_audit,1,200c49c9af38ccc05eb04a1b4f96e34c,80d7a9cd564cbd87a5bd261b263ab09f,0.0,0.0,0,0,0,0,lexical
dc9d58a4e24a74d52f719372c1a16e7f,1,adaptive,1,200c49c9af38ccc05eb04a1b4f96e34c,80d7a9cd564cbd87a5bd261b263ab09f,0.0,0.0,0,0,0,0,lexical
dc9d58a4e24a74d52f719372c1a16e7f,1,reattempt,1,200c49c9af38ccc05eb04a1b4f96e34c,80d7a9cd564cbd87a5bd261b263ab09f,0.0,0.0,0,0,0,0,lexical
33295076b558d53b86fd6e5537022af6,0,memory,1,109554b000f2e51b7bbb7d4f85dca24a,41cad27df8a55d8e3200e8238bf41641,0.0,0.0,0,0,0,0,context
33295076b558d53b86fd6e5537022af6,0,memory,1,109554b000f2e51b7bbb7d4f85dca24a,d2ef385fb6762a435a8c25c3163a94e8,0.0,0.0,0,0,0,0,context
33295076b558d53b86fd6e5537022af6,0,memory,1,109554b000f2e51b7bbb7d4f85dca24a,dab39e83b38ceedf0797e94847ca2dae,0.0,0.0,0,1,0,0,context
33295076b558d53b86fd6e5537022af6,0,memory,1,109554b000f2e51b7bbb7d4f85dca24a,414b4ef29d5fb8114a86f0d8a33ddace,0.0,0.0,0,0,0,0,context
33295076b558d53b86fd6e5537022af6,0,memory,1,109554b000f2e51b7bbb7d4f85dca24a,77ccdc4a2f152ed1708466fec79576fb,0.0,0.0,0,1,0,1,context
33295076b558d53b86fd6e5537022af6,0,memory,2,41cad27df8a55d8e3200e8238bf41641,d2ef385fb6762a435a8c25c3163a94e8,0.0,0.0,0,0,1,0,context
33295076b558d53b86fd6e5537022af6,0,memory,2,41cad27df8a55d8e3200e8238bf41641,dab39e83b38ceedf0797e94847ca2dae,0.0,0.0,1,0,0,0,context
33295076b558d53b86fd6e5537022af6,0,memory,2,41cad27df8a55d8e3200e8238bf41641,414b4ef29d5fb8114a86f0d8a33ddace,0.0,0.0,0,0,0,0,context
33295076b558d53b86fd6e5537022af6,0,memory,2,41cad27df8a55d8e3200e8238bf41641,77ccdc4a2f152ed1708466fec79576fb,0.0,0.0,1,0,1,0,context
33295076b558d53b86fd6e5537022af6,0,adaptive,2,414b4ef29d5fb8114a86f0d8a33ddace,d2ef385fb6762a435a8c25c3163a94e8,1.0,1.0,0,0,1,0,lexical
33295076b558d53b86fd6e5537022af6,0,adaptive,2,414b4ef29d5fb8114a86f0d8a33ddace,77ccdc4a2f152ed1708466fec79576fb,1.0,1.0,0,0,0,0,lexical
33295076b558d53b86fd6e5537022af6,0,adaptive,2,414b4ef29d5fb8114a86f0d8a33ddace,41cad27df8a55d8e3200e8238bf41641,1.0,1.0,0,0,0,0,context
33295076b558d53b86fd6e5537022af6,1,memory,1,109554b000f2e51b7bbb7d4f85dca24a,41cad27df8a55d8e3200e8238bf41641,0.0,0.0,0,0,0,0,context
33295076b558d53b86fd6e5537022af6,1,memory,1,109554b000f2e51b7bbb7d4f85dca24a,d2ef385fb6762a435a8c25c3163a94e8,0.0,0.0,0,1,0,0,context
33295076b558d53b86fd6e5537022af6,1,memory,1,109554b000f2e51b7bbb7d4f85dca24a,dab39e83b38ceedf0797e94847ca2dae,0.0,0.0,0,1,0,1,context
33295076b558d53b86fd6e5537022af6,1,memory,1,109554b000f2e51b7bbb7d4f85dca24a,414b4ef29d5fb8114a86f0d8a33ddace,0.0,0.0,0,0,0,0,context
33295076b558d53b86fd6e5537022af6,1,memory,1,109554b000f2e51b7bbb7d4f85dca24a,77ccdc4a2f152ed1708466fec79576fb,0.0,0.0,0,0,0,0,context
33295076b558d53b86fd6e5537022af6,1,memory,2,d2ef385fb6762a435a8c25c3163a94e8,414b4ef29d5fb8114a86f0d8a33ddace,1.0,0.0,0,0,0,0,lexical
33295076b558d53b86fd6e5537022af6,1,memory,2,d2ef385fb6762a435a8c25c3163a94e8,41cad27df8a55d8e3200e8238bf41641,1.0,0.0,0,0,0,0,context
33295076b558d53b86fd6e5537022af6,1,memory,2,d2ef385fb6762a435a8c25c3163a94e8,dab39e83b38ceedf0797e94847ca2dae,1.0,0.0,1,0,1,0,context
33295076b558d53b86fd6e5537022af6,1,memory,2,d2ef385fb6762a435a8c25c3163a94e8,77ccdc4a2f152ed1708466fec79576fb,1.0,0.0,0,1,0,0,context
33295076b558d53b86fd6e5537022af6,1,source_rule,2,d2ef385fb6762a435a8c25c3163a94e8,414b4ef29d5fb8114a86f0d8a33ddace,1.0,1.0,0,0,0,0,evidence
33295076b558d53b86fd6e5537022af6,1,fixed_audit,2,d2ef385fb6762a435a8c25c3163a94e8,414b4ef29d5fb8114a86f0d8a33ddace,1.0,1.0,0,0,0,0,evidence
33295076b558d53b86fd6e5537022af6,1,fixed_audit,2,d2ef385fb6762a435a8c25c3163a94e8,41cad27df8a55d8e3200e8238bf41641,1.0,1.0,0,0,0,0,context
33295076b558d53b86fd6e5537022af6,1,fixed_audit,2,d2ef385fb6762a435a8c25c3163a94e8,dab39e83b38ceedf0797e94847ca2dae,1.0,1.0,0,0,0,0,context
33295076b558d53b86fd6e5537022af6,1,adaptive,2,414b4ef29d5fb8114a86f0d8a33ddace,d2ef385fb6762a435a8c25c3163a94e8,1.0,1.0,0,1,0,0,evidence
33295076b558d53b86fd6e5537022af6,1,adaptive,2,414b4ef29d5fb8114a86f0d8a33ddace,77ccdc4a2f152ed1708466fec79576fb,1.0,1.0,0,0,0,0,lexical
33295076b558d53b86fd6e5537022af6,1,adaptive,2,414b4ef29d5fb8114a86f0d8a33ddace,41cad27df8a55d8e3200e8238bf41641,1.0,1.0,0,0,0,0,context
33295076b558d53b86fd6e5537022af6,1,reattempt,2,d2ef385fb6762a435a8c25c3163a94e8,414b4ef29d5fb8114a86f0d8a33ddace,1.0,1.0,0,0,0,0,evidence
b3d63fb06110ad7e91c9e765227c1d27,0,memory,1,c10a228df13517c3f2312d1b281822f2,107efaa11617ac41f5f9b3b5adf1e98c,0.0,0.0,0,0,0,1,lexical
b3d63fb06110ad7e91c9e765227c1d27,0,memory,1,c10a228df13517c3f2312d1b281822f2,91add58b02eb761d380b13df7a61401a,0.0,0.0,0,0,0,0,lexical
b3d63fb06110ad7e91c9e765227c1d27,0,memory,1,c10a228df13517c3f2312d1b281822f2,4de9657dd64c1dc1537eae71320fd4b8,0.0,0.0,0,1,0,0,context
b3d63fb06110ad7e91c9e765227c1d27,0,memory,1,c10a228df13517c3f2312d1b281822f2,d88745f6bcf2e7ab5335def3a0f0df44,0.0,0.0,0,0,0,0,context
b3d63fb06110ad7e91c9e765227c1d27,0,memory,1,c10a228df13517c3f2312d1b281822f2,607dd25b10e5d14396ef2abda187330d,0.0,0.0,0,0,0,0,context
b3d63fb06110ad7e91c9e765227c1d27,0,memory,2,107efaa11617ac41f5f9b3b5adf1e98c,4de9657dd64c1dc1537eae71320fd4b8,0.0,0.0,0,0,0,0,context
b3d63fb06110ad7e91c9e765227c1d27,0,memory,2,107efaa11617ac41f5f9b3b5adf1e98c,d88745f6bcf2e7ab5335def3a0f0df44,0.0,0.0,0,0,0,0,context
b3d63fb06110ad7e91c9e765227c1d27,0,memory,2,107efaa11617ac41f5f9b3b5adf1e98c,607dd25b10e5d14396ef2abda187330d,0.0,0.0,0,0,0,0,context
b3d63fb06110ad7e91c9e765227c1d27,0,memory,2,107efaa11617ac41f5f9b3b5adf1e98c,91add58b02eb761d380b13df7a61401a,0.0,0.0,0,0,0,1,context
b3d63fb06110ad7e91c9e765227c1d27,0,fixed_audit,1,c10a228df13517c3f2312d1b281822f2,107efaa11617ac41f5f9b3b5adf1e98c,0.0,0.0,0,0,0,1,lexical
b3d63fb06110ad7e91c9e765227c1d27,0,fixed_audit,1,c10a228df13517c3f2312d1b281822f2,91add58b02eb761d380b13df7a61401a,0.0,0.0,0,0,0,0,lexical
b3d63fb06110ad7e91c9e765227c1d27,0,adaptive,1,c10a228df13517c3f2312d1b281822f2,107efaa11617ac41f5f9b3b5adf1e98c,0.0,0.0,0,0,0,1,lexical
b3d63fb06110ad7e91c9e765227c1d27,0,adaptive,1,c10a228df13517c3f2312d1b281822f2,91add58b02eb761d380b13df7a61401a,0.0,0.0,0,0,0,0,lexical
b3d63fb06110ad7e91c9e765227c1d27,0,adaptive,2,d88745f6bcf2e7ab5335def3a0f0df44,607dd25b10e5d14396ef2abda187330d,0.0,0.0,0,0,0,0,lexical
b3d63fb06110ad7e91c9e765227c1d27,1,memory,1,c10a228df13517c3f2312d1b281822f2,91add58b02eb761d380b13df7a61401a,0.0,0.0,0,0,0,1,lexical
b3d63fb06110ad7e91c9e765227c1d27,1,memory,1,c10a228df13517c3f2312d1b281822f2,107efaa11617ac41f5f9b3b5adf1e98c,0.0,0.0,0,0,0,0,lexical
b3d63fb06110ad7e91c9e765227c1d27,1,memory,1,c10a228df13517c3f2312d1b281822f2,4de9657dd64c1dc1537eae71320fd4b8,0.0,0.0,0,0,0,0,context
b3d63fb06110ad7e91c9e765227c1d27,1,memory,1,c10a228df13517c3f2312d1b281822f2,d88745f6bcf2e7ab5335def3a0f0df44,0.0,0.0,0,0,0,0,context
b3d63fb06110ad7e91c9e765227c1d27,1,memory,1,c10a228df13517c3f2312d1b281822f2,607dd25b10e5d14396ef2abda187330d,0.0,0.0,0,0,0,0,context
b3d63fb06110ad7e91c9e765227c1d27,1,memory,2,91add58b02eb761d380b13df7a61401a,4de9657dd64c1dc1537eae71320fd4b8,0.0,0.0,0,0,0,0,context
b3d63fb06110ad7e91c9e765227c1d27,1,memory,2,91add58b02eb761d380b13df7a61401a,d88745f6bcf2e7ab5335def3a0f0df44,0.0,0.0,0,0,0,1,context
b3d63fb06110ad7e91c9e765227c1d27,1,memory,2,91add58b02eb761d380b13df7a61401a,607dd25b10e5d14396ef2abda187330d,0.0,0.0,0,0,0,0,context
b3d63fb06110ad7e91c9e765227c1d27,1,memory,2,91add58b02eb761d380b13df7a61401a,107efaa11617ac41f5f9b3b5adf1e98c,0.0,0.0,0,0,0,0,context
b3d63fb06110ad7e91c9e765227c1d27,1,fixed_audit,1,c10a228df13517c3f2312d1b281822f2,91add58b02eb761d380b13df7a61401a,0.0,0.0,0,0,0,1,lexical
b3d63fb06110ad7e91c9e765227c1d27,1,fixed_audit,1,c10a228df13517c3f2312d1b281822f2,107efaa11617ac41f5f9b3b5adf1e98c,0.0,0.0,0,0,0,0,lexical
b3d63fb06110ad7e91c9e765227c1d27,1,adaptive,1,c10a228df13517c3f2312d1b281822f2,91add58b02eb761d380b13df7a61401a,0.0,0.0,0,0,0,1,lexical
b3d63fb06110ad7e91c9e765227c1d27,1,adaptive,1,c10a228df13517c3f2312d1b281822f2,107efaa11617ac41f5f9b3b5adf1e98c,0.0,0.0,0,0,0,0,lexical
b3d63fb06110ad7e91c9e765227c1d27,1,adaptive,2,d88745f6bcf2e7ab5335def3a0f0df44,607dd25b10e5d14396ef2abda187330d,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,memory,1,8251e63e0583f439d05c2837e1cf9cc1,b3f09952dc5e77da6253497100ff5389,0.0,0.0,0,1,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,memory,1,8251e63e0583f439d05c2837e1cf9cc1,d9b81db920283c307bd37d6000baafcb,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,memory,1,8251e63e0583f439d05c2837e1cf9cc1,43c792d0803c8cd37130be5e06db5ebc,0.0,0.0,0,0,0,1,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,memory,1,8251e63e0583f439d05c2837e1cf9cc1,cac10d43fde9e07342fa7144876e77e7,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,memory,1,8251e63e0583f439d05c2837e1cf9cc1,88e9d40c09cf22303104880ce94bccce,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,memory,2,b3f09952dc5e77da6253497100ff5389,43c792d0803c8cd37130be5e06db5ebc,1.0,0.0,0,0,1,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,memory,2,b3f09952dc5e77da6253497100ff5389,cac10d43fde9e07342fa7144876e77e7,1.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,memory,2,b3f09952dc5e77da6253497100ff5389,88e9d40c09cf22303104880ce94bccce,1.0,0.0,0,0,1,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,memory,2,b3f09952dc5e77da6253497100ff5389,d9b81db920283c307bd37d6000baafcb,1.0,0.0,0,0,0,0,context
1424e718ab72e7d0bc792bbed0f42df6,0,source_rule,1,8251e63e0583f439d05c2837e1cf9cc1,cac10d43fde9e07342fa7144876e77e7,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,source_rule,1,8251e63e0583f439d05c2837e1cf9cc1,43c792d0803c8cd37130be5e06db5ebc,0.0,0.0,0,0,0,1,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,fixed_audit,1,8251e63e0583f439d05c2837e1cf9cc1,b3f09952dc5e77da6253497100ff5389,0.0,0.0,0,1,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,fixed_audit,1,8251e63e0583f439d05c2837e1cf9cc1,d9b81db920283c307bd37d6000baafcb,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,fixed_audit,1,8251e63e0583f439d05c2837e1cf9cc1,43c792d0803c8cd37130be5e06db5ebc,0.0,0.0,0,0,0,1,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,fixed_audit,2,b3f09952dc5e77da6253497100ff5389,cac10d43fde9e07342fa7144876e77e7,1.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,fixed_audit,2,b3f09952dc5e77da6253497100ff5389,88e9d40c09cf22303104880ce94bccce,1.0,0.0,0,0,1,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,fixed_audit,2,b3f09952dc5e77da6253497100ff5389,43c792d0803c8cd37130be5e06db5ebc,1.0,0.0,0,0,1,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,adaptive,1,8251e63e0583f439d05c2837e1cf9cc1,b3f09952dc5e77da6253497100ff5389,0.0,0.0,0,1,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,adaptive,1,8251e63e0583f439d05c2837e1cf9cc1,d9b81db920283c307bd37d6000baafcb,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,adaptive,1,8251e63e0583f439d05c2837e1cf9cc1,43c792d0803c8cd37130be5e06db5ebc,0.0,0.0,0,0,0,1,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,adaptive,2,cac10d43fde9e07342fa7144876e77e7,88e9d40c09cf22303104880ce94bccce,1.0,1.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,adaptive,2,cac10d43fde9e07342fa7144876e77e7,b3f09952dc5e77da6253497100ff5389,1.0,1.0,0,0,0,1,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,adaptive,2,cac10d43fde9e07342fa7144876e77e7,43c792d0803c8cd37130be5e06db5ebc,1.0,1.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,reattempt,1,8251e63e0583f439d05c2837e1cf9cc1,cac10d43fde9e07342fa7144876e77e7,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,0,reattempt,1,8251e63e0583f439d05c2837e1cf9cc1,43c792d0803c8cd37130be5e06db5ebc,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,1,memory,1,8251e63e0583f439d05c2837e1cf9cc1,b3f09952dc5e77da6253497100ff5389,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,1,memory,1,8251e63e0583f439d05c2837e1cf9cc1,d9b81db920283c307bd37d6000baafcb,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,1,memory,1,8251e63e0583f439d05c2837e1cf9cc1,43c792d0803c8cd37130be5e06db5ebc,0.0,0.0,0,0,0,1,lexical
1424e718ab72e7d0bc792bbed0f42df6,1,memory,1,8251e63e0583f439d05c2837e1cf9cc1,cac10d43fde9e07342fa7144876e77e7,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,1,memory,1,8251e63e0583f439d05c2837e1cf9cc1,88e9d40c09cf22303104880ce94bccce,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,1,memory,2,b3f09952dc5e77da6253497100ff5389,d9b81db920283c307bd37d6000baafcb,0.0,0.0,0,0,0,0,evidence
1424e718ab72e7d0bc792bbed0f42df6,1,memory,2,b3f09952dc5e77da6253497100ff5389,43c792d0803c8cd37130be5e06db5ebc,0.0,0.0,0,0,1,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,1,memory,2,b3f09952dc5e77da6253497100ff5389,cac10d43fde9e07342fa7144876e77e7,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,1,memory,2,b3f09952dc5e77da6253497100ff5389,88e9d40c09cf22303104880ce94bccce,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,1,source_rule,1,8251e63e0583f439d05c2837e1cf9cc1,cac10d43fde9e07342fa7144876e77e7,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,1,source_rule,1,8251e63e0583f439d05c2837e1cf9cc1,43c792d0803c8cd37130be5e06db5ebc,0.0,0.0,0,0,0,1,lexical
1424e718ab72e7d0bc792bbed0f42df6,1,fixed_audit,1,8251e63e0583f439d05c2837e1cf9cc1,b3f09952dc5e77da6253497100ff5389,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,1,fixed_audit,1,8251e63e0583f439d05c2837e1cf9cc1,d9b81db920283c307bd37d6000baafcb,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,1,fixed_audit,1,8251e63e0583f439d05c2837e1cf9cc1,43c792d0803c8cd37130be5e06db5ebc,0.0,0.0,0,0,0,1,lexical
1424e718ab72e7d0bc792bbed0f42df6,1,fixed_audit,2,b3f09952dc5e77da6253497100ff5389,d9b81db920283c307bd37d6000baafcb,0.0,0.0,0,0,0,0,evidence
1424e718ab72e7d0bc792bbed0f42df6,1,fixed_audit,2,b3f09952dc5e77da6253497100ff5389,cac10d43fde9e07342fa7144876e77e7,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,1,fixed_audit,2,b3f09952dc5e77da6253497100ff5389,88e9d40c09cf22303104880ce94bccce,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,1,adaptive,1,8251e63e0583f439d05c2837e1cf9cc1,b3f09952dc5e77da6253497100ff5389,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,1,adaptive,1,8251e63e0583f439d05c2837e1cf9cc1,d9b81db920283c307bd37d6000baafcb,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,1,adaptive,1,8251e63e0583f439d05c2837e1cf9cc1,43c792d0803c8cd37130be5e06db5ebc,0.0,0.0,0,0,0,1,lexical
1424e718ab72e7d0bc792bbed0f42df6,1,adaptive,2,b3f09952dc5e77da6253497100ff5389,d9b81db920283c307bd37d6000baafcb,0.0,0.0,0,0,0,0,evidence
1424e718ab72e7d0bc792bbed0f42df6,1,adaptive,2,b3f09952dc5e77da6253497100ff5389,cac10d43fde9e07342fa7144876e77e7,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,1,adaptive,2,b3f09952dc5e77da6253497100ff5389,88e9d40c09cf22303104880ce94bccce,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,1,reattempt,1,8251e63e0583f439d05c2837e1cf9cc1,cac10d43fde9e07342fa7144876e77e7,0.0,0.0,0,0,0,0,lexical
1424e718ab72e7d0bc792bbed0f42df6,1,reattempt,1,8251e63e0583f439d05c2837e1cf9cc1,43c792d0803c8cd37130be5e06db5ebc,0.0,0.0,0,0,0,0,lexical
9a43ac474979cb7ecf516b5a8e7849ee,0,memory,1,4ff6daa82c801aec0ba99bc66c830bc6,09310d9e9059dc5a998344ed5b321da5,0.0,0.0,0,0,0,0,evidence
9a43ac474979cb7ecf516b5a8e7849ee,0,memory,1,4ff6daa82c801aec0ba99bc66c830bc6,c1b603a70e0ae7c693dd5ee6faae8185,0.0,0.0,0,0,0,0,lexical
9a43ac474979cb7ecf516b5a8e7849ee,0,memory,1,4ff6daa82c801aec0ba99bc66c830bc6,30971c97bde0b00c35bc356eac854635,0.0,0.0,0,1,0,1,lexical
9a43ac474979cb7ecf516b5a8e7849ee,0,memory,1,4ff6daa82c801aec0ba99bc66c830bc6,4b3da5e65da1ec752806e0f145a93544,0.0,0.0,0,0,0,0,context
9a43ac474979cb7ecf516b5a8e7849ee,0,memory,1,4ff6daa82c801aec0ba99bc66c830bc6,1eefb8a6e023d742f3afec9d7fe47974,0.0,0.0,0,0,0,0,context
9a43ac474979cb7ecf516b5a8e7849ee,0,memory,2,c1b603a70e0ae7c693dd5ee6faae8185,30971c97bde0b00c35bc356eac854635,0.0,0.0,0,0,0,0,lexical
9a43ac474979cb7ecf516b5a8e7849ee,0,memory,2,c1b603a70e0ae7c693dd5ee6faae8185,4b3da5e65da1ec752806e0f145a93544,0.0,0.0,0,0,0,0,context
9a43ac474979cb7ecf516b5a8e7849ee,0,memory,2,c1b603a70e0ae7c693dd5ee6faae8185,1eefb8a6e023d742f3afec9d7fe47974,0.0,0.0,0,0,0,0,context
9a43ac474979cb7ecf516b5a8e7849ee,0,memory,2,c1b603a70e0ae7c693dd5ee6faae8185,09310d9e9059dc5a998344ed5b321da5,0.0,0.0,0,0,0,0,context
9a43ac474979cb7ecf516b5a8e7849ee,0,source_rule,1,4ff6daa82c801aec0ba99bc66c830bc6,09310d9e9059dc5a998344ed5b321da5,0.0,0.0,0,0,0,0,evidence
9a43ac474979cb7ecf516b5a8e7849ee,0,source_rule,2,c1b603a70e0ae7c693dd5ee6faae8185,30971c97bde0b00c35bc356eac854635,0.0,0.0,0,1,0,1,lexical
9a43ac474979cb7ecf516b5a8e7849ee,0,fixed_audit,1,4ff6daa82c801aec0ba99bc66c830bc6,09310d9e9059dc5a998344ed5b321da5,0.0,0.0,0,0,0,0,evidence
9a43ac474979cb7ecf516b5a8e7849ee,0,fixed_audit,1,4ff6daa82c801aec0ba99bc66c830bc6,c1b603a70e0ae7c693dd5ee6faae8185,0.0,0.0,0,0,0,0,lexical
9a43ac474979cb7ecf516b5a8e7849ee,0,fixed_audit,1,4ff6daa82c801aec0ba99bc66c830bc6,30971c97bde0b00c35bc356eac854635,0.0,0.0,0,1,0,1,lexical
9a43ac474979cb7ecf516b5a8e7849ee,0,fixed_audit,2,c1b603a70e0ae7c693dd5ee6faae8185,30971c97bde0b00c35bc356eac854635,0.0,0.0,0,0,0,0,lexical
