id,family,seed,method,budget,episode_seconds,planning_seconds,planning_calls,max_nodes
independent_5001,independent,5001,generic2,2,0.0013985370751470327,0.0012166369706392288,3,33
independent_5001,independent,5001,generic2,4,0.002188574057072401,0.0019295120146125555,5,33
independent_5001,independent,5001,generic2,6,0.002205078024417162,0.001934375031851232,5,33
independent_5001,independent,5001,generic2,unlimited,0.002241301932372153,0.0019023289205506444,5,33
independent_5001,independent,5001,no_scope,0,0.0001102739479392767,8.875969797372818e-06,1,1
independent_5001,independent,5001,no_scope,1,0.0005130070494487882,0.0003504049964249134,2,9
independent_5001,independent,5001,no_scope,2,0.001450150040909648,0.0012342440895736217,3,33
independent_5001,independent,5001,no_scope,4,0.003600982017815113,0.003312680055387318,5,33
independent_5001,independent,5001,no_scope,6,0.006898306077346206,0.0018949711229652166,5,33
independent_5001,independent,5001,no_scope,unlimited,0.002127239014953375,0.001868897001259029,5,33
independent_5001,independent,5001,request_specific,0,0.00010762503370642662,8.838949725031853e-06,1,1
independent_5001,independent,5001,request_specific,1,0.0004324360052123666,0.00028798601124435663,2,9
independent_5001,independent,5001,request_specific,2,0.0013773030368611217,0.0011937678791582584,3,33
independent_5001,independent,5001,request_specific,4,0.0022032439010217786,0.0019351119408383965,5,33
independent_5001,independent,5001,request_specific,6,0.002246683929115534,0.0019606779096648097,5,33
independent_5001,independent,5001,request_specific,unlimited,0.0030939059797674417,0.0028216131031513214,5,33
independent_5002,independent,5002,no_review,0,0.00010695599485188723,0,0,0
independent_5002,independent,5002,no_review,1,8.795096073299646e-05,0,0,0
independent_5002,independent,5002,no_review,2,8.560600690543652e-05,0,0,0
independent_5002,independent,5002,no_review,4,8.424802217632532e-05,0,0,0
independent_5002,independent,5002,no_review,6,0.0001357960281893611,0,0,0
independent_5002,independent,5002,no_review,unlimited,8.690101094543934e-05,0,0,0
independent_5002,independent,5002,memory,0,9.55900177359581e-05,0,0,0
independent_5002,independent,5002,memory,1,0.00010504398960620165,0,0,0
independent_5002,independent,5002,memory,2,0.00010250392369925976,0,0,0
independent_5002,independent,5002,memory,4,0.00010161299724131823,0,0,0
independent_5002,independent,5002,memory,6,0.00010051298886537552,0,0,0
independent_5002,independent,5002,memory,unlimited,0.00010256399400532246,0,0,0
independent_5002,independent,5002,uncertainty,0,9.163899812847376e-05,0,0,0
independent_5002,independent,5002,uncertainty,1,0.00018568302039057016,0,0,0
independent_5002,independent,5002,uncertainty,2,0.00022982002701610327,0,0,0
independent_5002,independent,5002,uncertainty,4,0.0003096959553658962,0,0,0
independent_5002,independent,5002,uncertainty,6,0.000340208993293345,0,0,0
independent_5002,independent,5002,uncertainty,unlimited,0.0003268260043114424,0,0,0
independent_5002,independent,5002,depth1,0,0.00010446901433169842,1.0953051969408989e-05,1,1
independent_5002,independent,5002,depth1,1,0.0015106979990378022,0.0013696829555556178,2,9
independent_5002,independent,5002,depth1,2,0.0005904099671170115,0.000411835964769125,3,9
independent_5002,independent,5002,depth1,4,0.000924296909943223,0.0006790719926357269,5,9
independent_5002,independent,5002,depth1,6,0.0008664290653541684,0.0006210500141605735,5,9
independent_5002,independent,5002,depth1,unlimited,0.0009360240073874593,0.000686673098243773,5,9
independent_5002,independent,5002,completion,0,0.0001004260266199708,0,0,0
independent_5002,independent,5002,completion,1,0.00018944998737424612,0,0,0
independent_5002,independent,5002,completion,2,0.00027176598086953163,0,0,0
independent_5002,independent,5002,completion,4,0.0004213840002194047,0,0,0
independent_5002,independent,5002,completion,6,0.0004155630012974143,0,0,0
independent_5002,independent,5002,completion,unlimited,0.00041737896390259266,0,0,0
independent_5002,independent,5002,depth2,0,0.0001027379184961319,9.31799877434969e-06,1,1
independent_5002,independent,5002,depth2,1,0.00043278594966977835,0.00029423192609101534,2,9
independent_5002,independent,5002,depth2,2,0.001368387951515615,0.001187215093523264,3,33
independent_5002,independent,5002,depth2,4,0.002119729993864894,0.0018619878683239222,5,33
independent_5002,independent,5002,depth2,6,0.0023310509277507663,0.001987618743441999,5,33
independent_5002,independent,5002,depth2,unlimited,0.0022067190147936344,0.0019280988490208983,5,33
independent_5002,independent,5002,depth3,0,0.00011899101082235575,8.773058652877808e-06,1,1
independent_5002,independent,5002,depth3,1,0.00037971895653754473,0.00023969507310539484,2,9
independent_5002,independent,5002,depth3,2,0.001380756963044405,0.0011932558845728636,3,33
independent_5002,independent,5002,depth3,4,0.00479314592666924,0.004509405931457877,5,65
independent_5002,independent,5002,depth3,6,0.0035945629933848977,0.003329496015794575,5,65
independent_5002,independent,5002,depth3,unlimited,0.003654995933175087,0.003311879001557827,5,65
independent_5002,independent,5002,generic2,0,0.00014673301484435797,1.0842923074960709e-05,1,1
independent_5002,independent,5002,generic2,1,0.0005811149021610618,0.00040794594679027796,2,9
independent_5002,independent,5002,generic2,2,0.001497425022535026,0.0012624800438061357,3,33
independent_5002,independent,5002,generic2,4,0.0022234549978747964,0.001922639086842537,5,33
independent_5002,independent,5002,generic2,6,0.0022438939195126295,0.0019431129330769181,5,33
independent_5002,independent,5002,generic2,unlimited,0.003396813990548253,0.0031141600338742137,5,33
independent_5002,independent,5002,no_scope,0,0.00010405306238681078,8.078990504145622e-06,1,1
independent_5002,independent,5002,no_scope,1,0.00037592905573546886,0.00023808202240616083,2,9
independent_5002,independent,5002,no_scope,2,0.0013800470624119043,0.0011907200096175075,3,33
independent_5002,independent,5002,no_scope,4,0.002184135024435818,0.0019211139297112823,5,33
independent_5002,independent,5002,no_scope,6,0.002125060884281993,0.0018653619335964322,5,33
independent_5002,independent,5002,no_scope,unlimited,0.0021815260406583548,0.0018542070174589753,5,33
independent_5002,independent,5002,request_specific,0,0.00010912597645074129,8.604023605585098e-06,1,1
independent_5002,independent,5002,request_specific,1,0.00045266991946846247,0.00030847499147057533,2,9
independent_5002,independent,5002,request_specific,2,0.0013961759395897388,0.0012039880966767669,3,33
independent_5002,independent,5002,request_specific,4,0.002257390064187348,0.0019880379550158978,5,33
independent_5002,independent,5002,request_specific,6,0.0033429618924856186,0.003060482908040285,5,33
independent_5002,independent,5002,request_specific,unlimited,0.002286241971887648,0.002007934032008052,5,33
independent_5003,independent,5003,no_review,0,0.00011021399404853582,0,0,0
independent_5003,independent,5003,no_review,1,8.6042913608253e-05,0,0,0
independent_5003,independent,5003,no_review,2,7.998594082891941e-05,0,0,0
independent_5003,independent,5003,no_review,4,8.087395690381527e-05,0,0,0
independent_5003,independent,5003,no_review,6,8.234998676925898e-05,0,0,0
independent_5003,independent,5003,no_review,unlimited,8.031202014535666e-05,0,0,0
independent_5003,independent,5003,memory,0,9.339593816548586e-05,0,0,0
independent_5003,independent,5003,memory,1,0.0016697129467502236,0,0,0
independent_5003,independent,5003,memory,2,0.00010355690028518438,0,0,0
independent_5003,independent,5003,memory,4,9.862997103482485e-05,0,0,0
independent_5003,independent,5003,memory,6,9.586499072611332e-05,0,0,0
independent_5003,independent,5003,memory,unlimited,0.00010653701610863209,0,0,0
independent_5003,independent,5003,uncertainty,0,8.625502232462168e-05,0,0,0
independent_5003,independent,5003,uncertainty,1,0.0001857510069385171,0,0,0
independent_5003,independent,5003,uncertainty,2,0.000223672017455101,0,0,0
independent_5003,independent,5003,uncertainty,4,0.0003313350025564432,0,0,0
independent_5003,independent,5003,uncertainty,6,0.00030469498597085476,0,0,0
independent_5003,independent,5003,uncertainty,unlimited,0.00030053802765905857,0,0,0
independent_5003,independent,5003,depth1,0,0.00010290602222084999,1.5674973838031292e-05,1,1
independent_5003,independent,5003,depth1,1,0.00037207803688943386,0.0002401119563728571,2,9
independent_5003,independent,5003,depth1,2,0.000673061003908515,0.0004954901523888111,3,9
independent_5003,independent,5003,depth1,4,0.0008673620177432895,0.0006207510596141219,5,9
independent_5003,independent,5003,depth1,6,0.0010945649119094014,0.0007622140692546964,5,9
independent_5003,independent,5003,depth1,unlimited,0.001226257998496294,0.000927923945710063,5,9
independent_5003,independent,5003,completion,0,9.615498129278421e-05,0,0,0
independent_5003,independent,5003,completion,1,0.0001998920924961567,0,0,0
independent_5003,independent,5003,completion,2,0.0002736109308898449,0,0,0
independent_5003,independent,5003,completion,4,0.00042199494782835245,0,0,0
independent_5003,independent,5003,completion,6,0.00041730899829417467,0,0,0
independent_5003,independent,5003,completion,unlimited,0.00042296701576560736,0,0,0
independent_5003,independent,5003,depth2,0,9.827909525483847e-05,1.0375981219112873e-05,1,1
independent_5003,independent,5003,depth2,1,0.00041958107613027096,0.000238533946685493,2,9
independent_5003,independent,5003,depth2,2,0.0013221269473433495,0.001140872947871685,3,33
independent_5003,independent,5003,depth2,4,0.0022199091035872698,0.0018587199738249183,5,33
independent_5003,independent,5003,depth2,6,0.0022418429143726826,0.0019694881048053503,5,33
independent_5003,independent,5003,depth2,unlimited,0.00215797103010118,0.0018869739724323153,5,33
independent_5003,independent,5003,depth3,0,0.00010447099339216948,9.123934432864189e-06,1,1
independent_5003,independent,5003,depth3,1,0.0004967509303241968,0.00034764211159199476,2,9
independent_5003,independent,5003,depth3,2,0.0015773799968883395,0.0013499008491635323,3,33
independent_5003,independent,5003,depth3,4,0.005042623961344361,0.004746154067106545,5,65
independent_5003,independent,5003,depth3,6,0.003911860985681415,0.003570065018720925,5,65
independent_5003,independent,5003,depth3,unlimited,0.003872285014949739,0.0035677781561389565,5,65
independent_5003,independent,5003,generic2,0,0.00010326900519430637,8.471077308058739e-06,1,1
independent_5003,independent,5003,generic2,1,0.0003809710033237934,0.00024592806585133076,2,9
independent_5003,independent,5003,generic2,2,0.001414505997672677,0.0012342319823801517,3,33
independent_5003,independent,5003,generic2,4,0.0023615770041942596,0.002051109913736582,5,33
independent_5003,independent,5003,generic2,6,0.0037999460473656654,0.0034930179826915264,5,33
independent_5003,independent,5003,generic2,unlimited,0.002097880933433771,0.0018319650553166866,5,33
independent_5003,independent,5003,no_scope,0,0.000100292032584548,8.536968380212784e-06,1,1
independent_5003,independent,5003,no_scope,1,0.0004600409884005785,0.0002611338859423995,2,9
independent_5003,independent,5003,no_scope,2,0.00130118103697896,0.0011224709451198578,3,33
independent_5003,independent,5003,no_scope,4,0.0022027940722182393,0.001844796002842486,5,33
independent_5003,independent,5003,no_scope,6,0.0022630480816587806,0.0019995569018647075,5,33
independent_5003,independent,5003,no_scope,unlimited,0.0021784279961138964,0.00191918492782861,5,33
independent_5003,independent,5003,request_specific,0,0.00010353606194257736,8.909963071346283e-06,1,1
independent_5003,independent,5003,request_specific,1,0.00039527297485619783,0.0002480871044099331,2,9
independent_5003,independent,5003,request_specific,2,0.001478100079111755,0.001272218069061637,3,33
independent_5003,independent,5003,request_specific,4,0.002384511986747384,0.0021002079593017697,5,33
independent_5003,independent,5003,request_specific,6,0.003352129948325455,0.0030761518282815814,5,33
independent_5003,independent,5003,request_specific,unlimited,0.0072727109072729945,0.00698220101185143,5,33
independent_5004,independent,5004,no_review,0,8.698098827153444e-05,0,0,0
independent_5004,independent,5004,no_review,1,7.246795576065779e-05,0,0,0
independent_5004,independent,5004,no_review,2,8.314906153827906e-05,0,0,0
independent_5004,independent,5004,no_review,4,7.182999979704618e-05,0,0,0
independent_5004,independent,5004,no_review,6,6.931705866008997e-05,0,0,0
independent_5004,independent,5004,no_review,unlimited,7.159402593970299e-05,0,0,0
independent_5004,independent,5004,memory,0,8.25229799374938e-05,0,0,0
independent_5004,independent,5004,memory,1,9.077007416635752e-05,0,0,0
independent_5004,independent,5004,memory,2,9.241292718797922e-05,0,0,0
independent_5004,independent,5004,memory,4,8.70659714564681e-05,0,0,0
independent_5004,independent,5004,memory,6,8.597399573773146e-05,0,0,0
independent_5004,independent,5004,memory,unlimited,8.752592839300632e-05,0,0,0
independent_5004,independent,5004,uncertainty,0,7.78270186856389e-05,0,0,0
independent_5004,independent,5004,uncertainty,1,0.00017912592738866806,0,0,0
independent_5004,independent,5004,uncertainty,2,0.0002146590268239379,0,0,0
independent_5004,independent,5004,uncertainty,4,0.0003157960018143058,0,0,0
independent_5004,independent,5004,uncertainty,6,0.00030620500911027193,0,0,0
independent_5004,independent,5004,uncertainty,unlimited,0.00030238903127610683,0,0,0
independent_5004,independent,5004,depth1,0,9.033596143126488e-05,1.1015916243195534e-05,1,1
independent_5004,independent,5004,depth1,1,0.0004137679934501648,0.00028529902920126915,2,9
independent_5004,independent,5004,depth1,2,0.0005949609912931919,0.00042453594505786896,3,9
independent_5004,independent,5004,depth1,4,0.0009573301067575812,0.0007069440325722098,5,9
independent_5004,independent,5004,depth1,6,0.000958458986133337,0.0007053681183606386,5,9
independent_5004,independent,5004,depth1,unlimited,0.0008848899742588401,0.0006259121000766754,5,9
independent_5004,independent,5004,completion,0,9.073002729564905e-05,0,0,0
independent_5004,independent,5004,completion,1,0.00018584192730486393,0,0,0
independent_5004,independent,5004,completion,2,0.0002599249128252268,0,0,0
independent_5004,independent,5004,completion,4,0.0005053339991718531,0,0,0
independent_5004,independent,5004,completion,6,0.000420960015617311,0,0,0
independent_5004,independent,5004,completion,unlimited,0.0004379739984869957,0,0,0
independent_5004,independent,5004,depth2,0,9.522296022623777e-05,1.4966935850679874e-05,1,1
independent_5004,independent,5004,depth2,1,0.0003740360261872411,0.0002447530860081315,2,9
independent_5004,independent,5004,depth2,2,0.0014010830782353878,0.0012245610123500228,3,33
independent_5004,independent,5004,depth2,4,0.0023040580563247204,0.0020214891992509365,5,33
independent_5004,independent,5004,depth2,6,0.0021283780224621296,0.001867199083790183,5,33
independent_5004,independent,5004,depth2,unlimited,0.003092092927545309,0.0028291509952396154,5,33
independent_5004,independent,5004,depth3,0,9.184703230857849e-05,8.470029570162296e-06,1,1
independent_5004,independent,5004,depth3,1,0.000364048988558352,0.00023700203746557236,2,9
independent_5004,independent,5004,depth3,2,0.0013851040275767446,0.0012129649985581636,3,33
independent_5004,independent,5004,depth3,4,0.003914144006557763,0.0035760479513555765,5,65
independent_5004,independent,5004,depth3,6,0.0039876659866422415,0.0036645710933953524,5,65
independent_5004,independent,5004,depth3,unlimited,0.003683099988847971,0.0033975221449509263,5,65
independent_5004,independent,5004,generic2,0,9.266298729926348e-05,8.273054845631123e-06,1,1
independent_5004,independent,5004,generic2,1,0.0003754459321498871,0.00024729117285460234,2,9
independent_5004,independent,5004,generic2,2,0.001412588986568153,0.0012304959818720818,3,33
independent_5004,independent,5004,generic2,4,0.003549818997271359,0.0032612340291962028,5,33
independent_5004,independent,5004,generic2,6,0.002296344027854502,0.0020195719553157687,5,33
independent_5004,independent,5004,generic2,unlimited,0.002127773012034595,0.0018681399524211884,5,33
independent_5004,independent,5004,no_scope,0,9.353994391858578e-05,8.707051165401936e-06,1,1
independent_5004,independent,5004,no_scope,1,0.0004450579872354865,0.0003142160130664706,2,9
independent_5004,independent,5004,no_scope,2,0.0013930280692875385,0.001219901954755187,3,33
independent_5004,independent,5004,no_scope,4,0.002297042985446751,0.001919215195812285,5,33
independent_5004,independent,5004,no_scope,6,0.002161123906262219,0.001896028988994658,5,33
independent_5004,independent,5004,no_scope,unlimited,0.002337384968996048,0.002007010974921286,5,33
independent_5004,independent,5004,request_specific,0,9.746802970767021e-05,9.578070603311062e-06,1,1
independent_5004,independent,5004,request_specific,1,0.0003799949772655964,0.0002480440307408571,2,9
independent_5004,independent,5004,request_specific,2,0.0013811099343001842,0.0011809179559350014,3,33
independent_5004,independent,5004,request_specific,4,0.0021829239558428526,0.001820678124204278,5,33
independent_5004,independent,5004,request_specific,6,0.002196208923123777,0.0019292610231786966,5,33
independent_5004,independent,5004,request_specific,unlimited,0.002114625065587461,0.001853975118137896,5,33
independent_5005,independent,5005,no_review,0,8.804106619209051e-05,0,0,0
independent_5005,independent,5005,no_review,1,7.364200428128242e-05,0,0,0
independent_5005,independent,5005,no_review,2,0.00010753900278359652,0,0,0
independent_5005,independent,5005,no_review,4,9.771296754479408e-05,0,0,0
independent_5005,independent,5005,no_review,6,7.197901140898466e-05,0,0,0
independent_5005,independent,5005,no_review,unlimited,7.321196608245373e-05,0,0,0
independent_5005,independent,5005,memory,0,8.189398795366287e-05,0,0,0
independent_5005,independent,5005,memory,1,9.208603296428919e-05,0,0,0
independent_5005,independent,5005,memory,2,8.844502735882998e-05,0,0,0
independent_5005,independent,5005,memory,4,8.748599793761969e-05,0,0,0
independent_5005,independent,5005,memory,6,8.771603461354971e-05,0,0,0
independent_5005,independent,5005,memory,unlimited,8.945201989263296e-05,0,0,0
independent_5005,independent,5005,uncertainty,0,0.00015423109289258718,0,0,0
independent_5005,independent,5005,uncertainty,1,0.0002356390468776226,0,0,0
independent_5005,independent,5005,uncertainty,2,0.0003709830343723297,0,0,0
independent_5005,independent,5005,uncertainty,4,0.0005430380115285516,0,0,0
independent_5005,independent,5005,uncertainty,6,0.0005403290269896388,0,0,0
independent_5005,independent,5005,uncertainty,unlimited,0.0005295160226523876,0,0,0
independent_5005,independent,5005,depth1,0,0.00015592703130096197,1.8251012079417706e-05,1,1
independent_5005,independent,5005,depth1,1,0.0006719649536535144,0.00046088011004030704,2,9
independent_5005,independent,5005,depth1,2,0.0009173270082101226,0.0006980719044804573,3,9
independent_5005,independent,5005,depth1,4,0.0009032440138980746,0.0006368890171870589,5,9
independent_5005,independent,5005,depth1,6,0.0009767930023372173,0.0007187338778749108,5,9
independent_5005,independent,5005,depth1,unlimited,0.0009539599996060133,0.0007006069645285606,5,9
independent_5005,independent,5005,completion,0,8.847599383443594e-05,0,0,0
independent_5005,independent,5005,completion,1,0.0001829079119488597,0,0,0
independent_5005,independent,5005,completion,2,0.0002713309368118644,0,0,0
independent_5005,independent,5005,completion,4,0.0004333870019763708,0,0,0
independent_5005,independent,5005,completion,6,0.000423982972279191,0,0,0
independent_5005,independent,5005,completion,unlimited,0.00042404397390782833,0,0,0
independent_5005,independent,5005,depth2,0,0.00010266795288771391,1.0262010619044304e-05,1,1
independent_5005,independent,5005,depth2,1,0.0004777919966727495,0.0003170758718624711,2,9
independent_5005,independent,5005,depth2,2,0.0015463699819520116,0.001315652159973979,3,33
independent_5005,independent,5005,depth2,4,0.0021686010295525193,0.0018932331586256623,5,33
independent_5005,independent,5005,depth2,6,0.002198080997914076,0.0019359291763976216,5,33
independent_5005,independent,5005,depth2,unlimited,0.0030935750110074878,0.0028305589221417904,5,33
independent_5005,independent,5005,depth3,0,9.210198186337948e-05,8.631963282823563e-06,1,1
independent_5005,independent,5005,depth3,1,0.0003665130352601409,0.0002396279014647007,2,9
independent_5005,independent,5005,depth3,2,0.0013552960008382797,0.0011839609360322356,3,33
independent_5005,independent,5005,depth3,4,0.003913438064046204,0.0035963879199698567,5,65
independent_5005,independent,5005,depth3,6,0.0037003110628575087,0.0034300769912078977,5,65
independent_5005,independent,5005,depth3,unlimited,0.003686923999339342,0.003423177869990468,5,65
independent_5005,independent,5005,generic2,0,0.00015492900274693966,9.227078408002853e-06,1,1
independent_5005,independent,5005,generic2,1,0.0003920450108125806,0.0002584039466455579,2,9
independent_5005,independent,5005,generic2,2,0.00244084803853184,0.002264812937937677,3,33
independent_5005,independent,5005,generic2,4,0.002083500032313168,0.0018252541776746511,5,33
independent_5005,independent,5005,generic2,6,0.002083483966998756,0.0018320911331102252,5,33
independent_5005,independent,5005,generic2,unlimited,0.0021680069621652365,0.0019104359671473503,5,33
independent_5005,independent,5005,no_scope,0,9.31830145418644e-05,8.417991921305656e-06,1,1
independent_5005,independent,5005,no_scope,1,0.00036838208325207233,0.00024154596030712128,2,9
independent_5005,independent,5005,no_scope,2,0.0013771509984508157,0.0012061521410942078,3,33
independent_5005,independent,5005,no_scope,4,0.0021850360790267587,0.0019207431469112635,5,33
independent_5005,independent,5005,no_scope,6,0.002226202981546521,0.001961624016985297,5,33
