id,family,seed,method,budget,tasks,project_correct,correct,incorrect,unfinished,loss,questions,distinct_questions,repeated_questions,incorrect_scope_transfers,unresolved_responses,scope_questions,initial_predicted_loss,final_predicted_loss,predicted_benefit,realized_benefit,planning_nodes,planning_caps
independent_5000,independent,5000,request_specific,unlimited,4,1,4,0,0,0,4,4,0,0,0,0,3.4,0.0,3.4,3.0,65,0
independent_5001,independent,5001,no_review,0,4,0,2,0,2,2.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5001,independent,5001,no_review,1,4,0,2,0,2,2.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5001,independent,5001,no_review,2,4,0,2,0,2,2.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5001,independent,5001,no_review,4,4,0,2,0,2,2.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5001,independent,5001,no_review,6,4,0,2,0,2,2.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5001,independent,5001,no_review,unlimited,4,0,2,0,2,2.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5001,independent,5001,memory,0,4,0,2,0,2,2.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5001,independent,5001,memory,1,4,0,2,0,2,2.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5001,independent,5001,memory,2,4,0,2,0,2,2.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5001,independent,5001,memory,4,4,0,2,0,2,2.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5001,independent,5001,memory,6,4,0,2,0,2,2.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5001,independent,5001,memory,unlimited,4,0,2,0,2,2.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5001,independent,5001,uncertainty,0,4,0,2,0,2,2.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5001,independent,5001,uncertainty,1,4,0,3,0,1,1.0,1,1,0,0,0,0,2.8,1.7999999999999998,1.0,1.0,0,0
independent_5001,independent,5001,uncertainty,2,4,1,4,0,0,0,2,2,0,0,0,0,2.8,0.7999999999999998,2.0,2.0,0,0
independent_5001,independent,5001,uncertainty,4,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,0,0
independent_5001,independent,5001,uncertainty,6,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,0,0
independent_5001,independent,5001,uncertainty,unlimited,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,0,0
independent_5001,independent,5001,depth1,0,4,0,2,0,2,2.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,1,0
independent_5001,independent,5001,depth1,1,4,0,3,0,1,1.0,1,1,0,0,0,0,2.8,1.7999999999999998,1.0,1.0,10,0
independent_5001,independent,5001,depth1,2,4,1,4,0,0,0,2,2,0,0,0,0,2.8,0.7999999999999998,2.0,2.0,17,0
independent_5001,independent,5001,depth1,4,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,25,0
independent_5001,independent,5001,depth1,6,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,25,0
independent_5001,independent,5001,depth1,unlimited,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,25,0
independent_5001,independent,5001,completion,0,4,0,2,0,2,2.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5001,independent,5001,completion,1,4,0,3,0,1,1.0,1,1,0,0,0,0,2.8,1.7999999999999998,1.0,1.0,0,0
independent_5001,independent,5001,completion,2,4,1,4,0,0,0,2,2,0,0,0,0,2.8,0.7999999999999998,2.0,2.0,0,0
independent_5001,independent,5001,completion,4,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,0,0
independent_5001,independent,5001,completion,6,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,0,0
independent_5001,independent,5001,completion,unlimited,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,0,0
independent_5001,independent,5001,depth2,0,4,0,2,0,2,2.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,1,0
independent_5001,independent,5001,depth2,1,4,0,3,0,1,1.0,1,1,0,0,0,0,2.8,1.7999999999999998,1.0,1.0,10,0
independent_5001,independent,5001,depth2,2,4,1,4,0,0,0,2,2,0,0,0,0,2.8,0.7999999999999998,2.0,2.0,41,0
independent_5001,independent,5001,depth2,4,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,65,0
independent_5001,independent,5001,depth2,6,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,65,0
independent_5001,independent,5001,depth2,unlimited,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,65,0
independent_5001,independent,5001,depth3,0,4,0,2,0,2,2.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,1,0
independent_5001,independent,5001,depth3,1,4,0,3,0,1,1.0,1,1,0,0,0,0,2.8,1.7999999999999998,1.0,1.0,10,0
independent_5001,independent,5001,depth3,2,4,1,4,0,0,0,2,2,0,0,0,0,2.8,0.7999999999999998,2.0,2.0,41,0
independent_5001,independent,5001,depth3,4,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,105,0
independent_5001,independent,5001,depth3,6,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,105,0
independent_5001,independent,5001,depth3,unlimited,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,105,0
independent_5001,independent,5001,generic2,0,4,0,2,0,2,2.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,1,0
independent_5001,independent,5001,generic2,1,4,0,3,0,1,1.0,1,1,0,0,0,0,2.8,1.7999999999999998,1.0,1.0,10,0
independent_5001,independent,5001,generic2,2,4,1,4,0,0,0,2,2,0,0,0,0,2.8,0.7999999999999998,2.0,2.0,41,0
independent_5001,independent,5001,generic2,4,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,65,0
independent_5001,independent,5001,generic2,6,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,65,0
independent_5001,independent,5001,generic2,unlimited,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,65,0
independent_5001,independent,5001,no_scope,0,4,0,2,0,2,2.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,1,0
independent_5001,independent,5001,no_scope,1,4,0,3,0,1,1.0,1,1,0,0,0,0,2.8,1.7999999999999998,1.0,1.0,10,0
independent_5001,independent,5001,no_scope,2,4,1,4,0,0,0,2,2,0,0,0,0,2.8,0.7999999999999998,2.0,2.0,41,0
independent_5001,independent,5001,no_scope,4,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,65,0
independent_5001,independent,5001,no_scope,6,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,65,0
independent_5001,independent,5001,no_scope,unlimited,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,65,0
independent_5001,independent,5001,request_specific,0,4,0,2,0,2,2.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,1,0
independent_5001,independent,5001,request_specific,1,4,0,3,0,1,1.0,1,1,0,0,0,0,2.8,1.7999999999999998,1.0,1.0,10,0
independent_5001,independent,5001,request_specific,2,4,1,4,0,0,0,2,2,0,0,0,0,2.8,0.7999999999999998,2.0,2.0,41,0
independent_5001,independent,5001,request_specific,4,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,65,0
independent_5001,independent,5001,request_specific,6,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,65,0
independent_5001,independent,5001,request_specific,unlimited,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,2.0,65,0
independent_5002,independent,5002,no_review,0,4,0,1,1,2,6.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5002,independent,5002,no_review,1,4,0,1,1,2,6.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5002,independent,5002,no_review,2,4,0,1,1,2,6.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5002,independent,5002,no_review,4,4,0,1,1,2,6.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5002,independent,5002,no_review,6,4,0,1,1,2,6.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5002,independent,5002,no_review,unlimited,4,0,1,1,2,6.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5002,independent,5002,memory,0,4,0,1,1,2,6.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5002,independent,5002,memory,1,4,0,1,1,2,6.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5002,independent,5002,memory,2,4,0,1,1,2,6.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5002,independent,5002,memory,4,4,0,1,1,2,6.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5002,independent,5002,memory,6,4,0,1,1,2,6.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5002,independent,5002,memory,unlimited,4,0,1,1,2,6.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5002,independent,5002,uncertainty,0,4,0,1,1,2,6.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5002,independent,5002,uncertainty,1,4,0,2,1,1,5.0,1,1,0,0,0,0,2.8,1.7999999999999998,1.0,1.0,0,0
independent_5002,independent,5002,uncertainty,2,4,0,3,1,0,4.0,2,2,0,0,0,0,2.8,0.7999999999999998,2.0,2.0,0,0
independent_5002,independent,5002,uncertainty,4,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,0,0
independent_5002,independent,5002,uncertainty,6,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,0,0
independent_5002,independent,5002,uncertainty,unlimited,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,0,0
independent_5002,independent,5002,depth1,0,4,0,1,1,2,6.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,1,0
independent_5002,independent,5002,depth1,1,4,0,2,1,1,5.0,1,1,0,0,0,0,2.8,1.7999999999999998,1.0,1.0,10,0
independent_5002,independent,5002,depth1,2,4,0,3,1,0,4.0,2,2,0,0,0,0,2.8,0.7999999999999998,2.0,2.0,17,0
independent_5002,independent,5002,depth1,4,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,25,0
independent_5002,independent,5002,depth1,6,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,25,0
independent_5002,independent,5002,depth1,unlimited,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,25,0
independent_5002,independent,5002,completion,0,4,0,1,1,2,6.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,0,0
independent_5002,independent,5002,completion,1,4,0,2,1,1,5.0,1,1,0,0,0,0,2.8,1.7999999999999998,1.0,1.0,0,0
independent_5002,independent,5002,completion,2,4,0,3,1,0,4.0,2,2,0,0,0,0,2.8,0.7999999999999998,2.0,2.0,0,0
independent_5002,independent,5002,completion,4,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,0,0
independent_5002,independent,5002,completion,6,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,0,0
independent_5002,independent,5002,completion,unlimited,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,0,0
independent_5002,independent,5002,depth2,0,4,0,1,1,2,6.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,1,0
independent_5002,independent,5002,depth2,1,4,0,2,1,1,5.0,1,1,0,0,0,0,2.8,1.7999999999999998,1.0,1.0,10,0
independent_5002,independent,5002,depth2,2,4,0,3,1,0,4.0,2,2,0,0,0,0,2.8,0.7999999999999998,2.0,2.0,41,0
independent_5002,independent,5002,depth2,4,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,65,0
independent_5002,independent,5002,depth2,6,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,65,0
independent_5002,independent,5002,depth2,unlimited,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,65,0
independent_5002,independent,5002,depth3,0,4,0,1,1,2,6.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,1,0
independent_5002,independent,5002,depth3,1,4,0,2,1,1,5.0,1,1,0,0,0,0,2.8,1.7999999999999998,1.0,1.0,10,0
independent_5002,independent,5002,depth3,2,4,0,3,1,0,4.0,2,2,0,0,0,0,2.8,0.7999999999999998,2.0,2.0,41,0
independent_5002,independent,5002,depth3,4,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,105,0
independent_5002,independent,5002,depth3,6,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,105,0
independent_5002,independent,5002,depth3,unlimited,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,105,0
independent_5002,independent,5002,generic2,0,4,0,1,1,2,6.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,1,0
independent_5002,independent,5002,generic2,1,4,0,2,1,1,5.0,1,1,0,0,0,0,2.8,1.7999999999999998,1.0,1.0,10,0
independent_5002,independent,5002,generic2,2,4,0,3,1,0,4.0,2,2,0,0,0,0,2.8,0.7999999999999998,2.0,2.0,41,0
independent_5002,independent,5002,generic2,4,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,65,0
independent_5002,independent,5002,generic2,6,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,65,0
independent_5002,independent,5002,generic2,unlimited,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,65,0
independent_5002,independent,5002,no_scope,0,4,0,1,1,2,6.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,1,0
independent_5002,independent,5002,no_scope,1,4,0,2,1,1,5.0,1,1,0,0,0,0,2.8,1.7999999999999998,1.0,1.0,10,0
independent_5002,independent,5002,no_scope,2,4,0,3,1,0,4.0,2,2,0,0,0,0,2.8,0.7999999999999998,2.0,2.0,41,0
independent_5002,independent,5002,no_scope,4,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,65,0
independent_5002,independent,5002,no_scope,6,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,65,0
independent_5002,independent,5002,no_scope,unlimited,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,65,0
independent_5002,independent,5002,request_specific,0,4,0,1,1,2,6.0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,1,0
independent_5002,independent,5002,request_specific,1,4,0,2,1,1,5.0,1,1,0,0,0,0,2.8,1.7999999999999998,1.0,1.0,10,0
independent_5002,independent,5002,request_specific,2,4,0,3,1,0,4.0,2,2,0,0,0,0,2.8,0.7999999999999998,2.0,2.0,41,0
independent_5002,independent,5002,request_specific,4,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,65,0
independent_5002,independent,5002,request_specific,6,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,65,0
independent_5002,independent,5002,request_specific,unlimited,4,1,4,0,0,0,4,4,0,0,0,0,2.8,0.0,2.8,6.0,65,0
independent_5003,independent,5003,no_review,0,4,0,1,0,3,3.0,0,0,0,0,0,0,3.4,3.4,0.0,0.0,0,0
independent_5003,independent,5003,no_review,1,4,0,1,0,3,3.0,0,0,0,0,0,0,3.4,3.4,0.0,0.0,0,0
independent_5003,independent,5003,no_review,2,4,0,1,0,3,3.0,0,0,0,0,0,0,3.4,3.4,0.0,0.0,0,0
independent_5003,independent,5003,no_review,4,4,0,1,0,3,3.0,0,0,0,0,0,0,3.4,3.4,0.0,0.0,0,0
independent_5003,independent,5003,no_review,6,4,0,1,0,3,3.0,0,0,0,0,0,0,3.4,3.4,0.0,0.0,0,0
independent_5003,independent,5003,no_review,unlimited,4,0,1,0,3,3.0,0,0,0,0,0,0,3.4,3.4,0.0,0.0,0,0
independent_5003,independent,5003,memory,0,4,0,1,0,3,3.0,0,0,0,0,0,0,3.4,3.4,0.0,0.0,0,0
independent_5003,independent,5003,memory,1,4,0,1,0,3,3.0,0,0,0,0,0,0,3.4,3.4,0.0,0.0,0,0
independent_5003,independent,5003,memory,2,4,0,1,0,3,3.0,0,0,0,0,0,0,3.4,3.4,0.0,0.0,0,0
independent_5003,independent,5003,memory,4,4,0,1,0,3,3.0,0,0,0,0,0,0,3.4,3.4,0.0,0.0,0,0
independent_5003,independent,5003,memory,6,4,0,1,0,3,3.0,0,0,0,0,0,0,3.4,3.4,0.0,0.0,0,0
independent_5003,independent,5003,memory,unlimited,4,0,1,0,3,3.0,0,0,0,0,0,0,3.4,3.4,0.0,0.0,0,0
independent_5003,independent,5003,uncertainty,0,4,0,1,0,3,3.0,0,0,0,0,0,0,3.4,3.4,0.0,0.0,0,0
independent_5003,independent,5003,uncertainty,1,4,0,2,0,2,2.0,1,1,0,0,0,0,3.4,2.4,1.0,1.0,0,0
independent_5003,independent,5003,uncertainty,2,4,0,3,0,1,1.0,2,2,0,0,0,0,3.4,1.4,2.0,2.0,0,0
independent_5003,independent,5003,uncertainty,4,4,1,4,0,0,0,4,4,0,0,0,0,3.4,0.0,3.4,3.0,0,0
independent_5003,independent,5003,uncertainty,6,4,1,4,0,0,0,4,4,0,0,0,0,3.4,0.0,3.4,3.0,0,0
independent_5003,independent,5003,uncertainty,unlimited,4,1,4,0,0,0,4,4,0,0,0,0,3.4,0.0,3.4,3.0,0,0
independent_5003,independent,5003,depth1,0,4,0,1,0,3,3.0,0,0,0,0,0,0,3.4,3.4,0.0,0.0,1,0
independent_5003,independent,5003,depth1,1,4,0,2,0,2,2.0,1,1,0,0,0,0,3.4,2.4,1.0,1.0,10,0
independent_5003,independent,5003,depth1,2,4,0,3,0,1,1.0,2,2,0,0,0,0,3.4,1.4,2.0,2.0,17,0
independent_5003,independent,5003,depth1,4,4,1,4,0,0,0,4,4,0,0,0,0,3.4,0.0,3.4,3.0,25,0
independent_5003,independent,5003,depth1,6,4,1,4,0,0,0,4,4,0,0,0,0,3.4,0.0,3.4,3.0,25,0
independent_5003,independent,5003,depth1,unlimited,4,1,4,0,0,0,4,4,0,0,0,0,3.4,0.0,3.4,3.0,25,0
independent_5003,independent,5003,completion,0,4,0,1,0,3,3.0,0,0,0,0,0,0,3.4,3.4,0.0,0.0,0,0
independent_5003,independent,5003,completion,1,4,0,2,0,2,2.0,1,1,0,0,0,0,3.4,2.4,1.0,1.0,0,0
independent_5003,independent,5003,completion,2,4,0,3,0,1,1.0,2,2,0,0,0,0,3.4,1.4,2.0,2.0,0,0
independent_5003,independent,5003,completion,4,4,1,4,0,0,0,4,4,0,0,0,0,3.4,0.0,3.4,3.0,0,0
independent_5003,independent,5003,completion,6,4,1,4,0,0,0,4,4,0,0,0,0,3.4,0.0,3.4,3.0,0,0
independent_5003,independent,5003,completion,unlimited,4,1,4,0,0,0,4,4,0,0,0,0,3.4,0.0,3.4,3.0,0,0
independent_5003,independent,5003,depth2,0,4,0,1,0,3,3.0,0,0,0,0,0,0,3.4,3.4,0.0,0.0,1,0
independent_5003,independent,5003,depth2,1,4,0,2,0,2,2.0,1,1,0,0,0,0,3.4,2.4,1.0,1.0,10,0
